CustomerName: Markus Aagesen, AccountNumber: 2, TransactionId: 810, Amount20236.00,  Country: Denmark, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Auli Alaja, AccountNumber: 26, TransactionId: 39506, Amount24802.00,  Country: Denmark, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Auli Alaja, AccountNumber: 26, TransactionId: 45268, Amount24802.00,  Country: Denmark, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Auli Alaja, AccountNumber: 26, TransactionId: 51680, Amount24802.00,  Country: Denmark, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Auli Alaja, AccountNumber: 26, TransactionId: 58419, Amount24802.00,  Country: Denmark, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Auli Alaja, AccountNumber: 26, TransactionId: 65912, Amount37203.00,  Country: Denmark, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Auli Alaja, AccountNumber: 26, TransactionId: 73551, Amount24802.00,  Country: Denmark, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Auli Alaja, AccountNumber: 26, TransactionId: 81029, Amount24802.00,  Country: Denmark, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Auli Alaja, AccountNumber: 26, TransactionId: 88739, Amount24802.00,  Country: Denmark, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Auli Alaja, AccountNumber: 26, TransactionId: 96673, Amount24802.00,  Country: Denmark, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Nadia Jakobsson, AccountNumber: 66, TransactionId: 23941, Amount67070.00,  Country: Denmark, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Nadia Jakobsson, AccountNumber: 66, TransactionId: 30580, Amount44713.00,  Country: Denmark, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Nadia Jakobsson, AccountNumber: 66, TransactionId: 38757, Amount44713.00,  Country: Denmark, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Nadia Jakobsson, AccountNumber: 66, TransactionId: 44453, Amount44713.00,  Country: Denmark, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Nadia Jakobsson, AccountNumber: 66, TransactionId: 50800, Amount44713.00,  Country: Denmark, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Nadia Jakobsson, AccountNumber: 66, TransactionId: 57474, Amount44713.00,  Country: Denmark, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Nadia Jakobsson, AccountNumber: 66, TransactionId: 64836, Amount67070.00,  Country: Denmark, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Nadia Jakobsson, AccountNumber: 66, TransactionId: 72560, Amount44713.00,  Country: Denmark, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Nadia Jakobsson, AccountNumber: 66, TransactionId: 79993, Amount44713.00,  Country: Denmark, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Nadia Jakobsson, AccountNumber: 66, TransactionId: 87622, Amount44713.00,  Country: Denmark, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Nadia Jakobsson, AccountNumber: 66, TransactionId: 95554, Amount44713.00,  Country: Denmark, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Emilia Lilja, AccountNumber: 71, TransactionId: 44281, Amount21717.00,  Country: Denmark, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Emilia Lilja, AccountNumber: 71, TransactionId: 50614, Amount21717.00,  Country: Denmark, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Emilia Lilja, AccountNumber: 71, TransactionId: 57291, Amount21717.00,  Country: Denmark, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Emilia Lilja, AccountNumber: 71, TransactionId: 64612, Amount32576.00,  Country: Denmark, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Emilia Lilja, AccountNumber: 71, TransactionId: 72357, Amount21717.00,  Country: Denmark, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Emilia Lilja, AccountNumber: 71, TransactionId: 79797, Amount21717.00,  Country: Denmark, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Emilia Lilja, AccountNumber: 71, TransactionId: 87413, Amount21717.00,  Country: Denmark, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Emilia Lilja, AccountNumber: 71, TransactionId: 95344, Amount21717.00,  Country: Denmark, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Niclas Axelsson, AccountNumber: 96, TransactionId: 769, Amount44221.00,  Country: Denmark, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Niclas Axelsson, AccountNumber: 96, TransactionId: 1507, Amount44221.00,  Country: Denmark, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Niclas Axelsson, AccountNumber: 96, TransactionId: 2526, Amount44221.00,  Country: Denmark, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Niclas Axelsson, AccountNumber: 96, TransactionId: 4010, Amount66332.00,  Country: Denmark, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Niclas Axelsson, AccountNumber: 96, TransactionId: 6047, Amount44221.00,  Country: Denmark, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Niclas Axelsson, AccountNumber: 96, TransactionId: 8622, Amount44221.00,  Country: Denmark, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Niclas Axelsson, AccountNumber: 96, TransactionId: 11752, Amount44221.00,  Country: Denmark, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Niclas Axelsson, AccountNumber: 96, TransactionId: 15346, Amount44221.00,  Country: Denmark, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Niclas Axelsson, AccountNumber: 96, TransactionId: 19473, Amount44221.00,  Country: Denmark, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Niclas Axelsson, AccountNumber: 96, TransactionId: 24260, Amount66332.00,  Country: Denmark, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Niclas Axelsson, AccountNumber: 96, TransactionId: 31056, Amount44221.00,  Country: Denmark, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Niclas Axelsson, AccountNumber: 96, TransactionId: 39063, Amount44221.00,  Country: Denmark, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Niclas Axelsson, AccountNumber: 96, TransactionId: 44789, Amount44221.00,  Country: Denmark, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Niclas Axelsson, AccountNumber: 96, TransactionId: 51175, Amount44221.00,  Country: Denmark, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Niclas Axelsson, AccountNumber: 96, TransactionId: 57881, Amount44221.00,  Country: Denmark, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Niclas Axelsson, AccountNumber: 96, TransactionId: 65287, Amount66332.00,  Country: Denmark, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Niclas Axelsson, AccountNumber: 96, TransactionId: 72963, Amount44221.00,  Country: Denmark, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Niclas Axelsson, AccountNumber: 96, TransactionId: 80424, Amount44221.00,  Country: Denmark, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Niclas Axelsson, AccountNumber: 96, TransactionId: 88091, Amount44221.00,  Country: Denmark, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Niclas Axelsson, AccountNumber: 96, TransactionId: 96019, Amount44221.00,  Country: Denmark, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Meeri Gustafsson, AccountNumber: 119, TransactionId: 4167, Amount32288.00,  Country: Denmark, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Meeri Gustafsson, AccountNumber: 119, TransactionId: 6248, Amount21525.00,  Country: Denmark, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Meeri Gustafsson, AccountNumber: 119, TransactionId: 8889, Amount21525.00,  Country: Denmark, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Meeri Gustafsson, AccountNumber: 119, TransactionId: 12054, Amount21525.00,  Country: Denmark, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Meeri Gustafsson, AccountNumber: 119, TransactionId: 15700, Amount21525.00,  Country: Denmark, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Meeri Gustafsson, AccountNumber: 119, TransactionId: 19864, Amount21525.00,  Country: Denmark, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Meeri Gustafsson, AccountNumber: 119, TransactionId: 24772, Amount32288.00,  Country: Denmark, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Meeri Gustafsson, AccountNumber: 119, TransactionId: 31815, Amount21525.00,  Country: Denmark, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Meeri Gustafsson, AccountNumber: 119, TransactionId: 39614, Amount21525.00,  Country: Denmark, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Meeri Gustafsson, AccountNumber: 119, TransactionId: 45377, Amount21525.00,  Country: Denmark, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Meeri Gustafsson, AccountNumber: 119, TransactionId: 51800, Amount21525.00,  Country: Denmark, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Meeri Gustafsson, AccountNumber: 119, TransactionId: 58544, Amount21525.00,  Country: Denmark, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Meeri Gustafsson, AccountNumber: 119, TransactionId: 66050, Amount32288.00,  Country: Denmark, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Meeri Gustafsson, AccountNumber: 119, TransactionId: 73687, Amount21525.00,  Country: Denmark, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Meeri Gustafsson, AccountNumber: 119, TransactionId: 81172, Amount21525.00,  Country: Denmark, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Meeri Gustafsson, AccountNumber: 119, TransactionId: 88874, Amount21525.00,  Country: Denmark, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Meeri Gustafsson, AccountNumber: 119, TransactionId: 96828, Amount21525.00,  Country: Denmark, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Jonas Vestergaard, AccountNumber: 180, TransactionId: 30363, Amount23261.00,  Country: Denmark, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Jonas Vestergaard, AccountNumber: 180, TransactionId: 38603, Amount23261.00,  Country: Denmark, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Jonas Vestergaard, AccountNumber: 180, TransactionId: 44279, Amount23261.00,  Country: Denmark, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Jonas Vestergaard, AccountNumber: 180, TransactionId: 50612, Amount23261.00,  Country: Denmark, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Jonas Vestergaard, AccountNumber: 180, TransactionId: 57290, Amount23261.00,  Country: Denmark, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Jonas Vestergaard, AccountNumber: 180, TransactionId: 64610, Amount34892.00,  Country: Denmark, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Jonas Vestergaard, AccountNumber: 180, TransactionId: 72354, Amount23261.00,  Country: Denmark, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Jonas Vestergaard, AccountNumber: 180, TransactionId: 79793, Amount23261.00,  Country: Denmark, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Jonas Vestergaard, AccountNumber: 180, TransactionId: 87411, Amount23261.00,  Country: Denmark, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Jonas Vestergaard, AccountNumber: 180, TransactionId: 95340, Amount23261.00,  Country: Denmark, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Håkan Hedlund, AccountNumber: 188, TransactionId: 2661, Amount19413.00,  Country: Denmark, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Håkan Hedlund, AccountNumber: 188, TransactionId: 4214, Amount29120.00,  Country: Denmark, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Håkan Hedlund, AccountNumber: 188, TransactionId: 6311, Amount19413.00,  Country: Denmark, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Håkan Hedlund, AccountNumber: 188, TransactionId: 8956, Amount19413.00,  Country: Denmark, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Håkan Hedlund, AccountNumber: 188, TransactionId: 12133, Amount19413.00,  Country: Denmark, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Håkan Hedlund, AccountNumber: 188, TransactionId: 15790, Amount19413.00,  Country: Denmark, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Håkan Hedlund, AccountNumber: 188, TransactionId: 19967, Amount19413.00,  Country: Denmark, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Håkan Hedlund, AccountNumber: 188, TransactionId: 24895, Amount29120.00,  Country: Denmark, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Håkan Hedlund, AccountNumber: 188, TransactionId: 32028, Amount19413.00,  Country: Denmark, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Håkan Hedlund, AccountNumber: 188, TransactionId: 39745, Amount19413.00,  Country: Denmark, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Håkan Hedlund, AccountNumber: 188, TransactionId: 45521, Amount19413.00,  Country: Denmark, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Håkan Hedlund, AccountNumber: 188, TransactionId: 51959, Amount19413.00,  Country: Denmark, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Håkan Hedlund, AccountNumber: 188, TransactionId: 58719, Amount19413.00,  Country: Denmark, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Håkan Hedlund, AccountNumber: 188, TransactionId: 66220, Amount29120.00,  Country: Denmark, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Håkan Hedlund, AccountNumber: 188, TransactionId: 73857, Amount19413.00,  Country: Denmark, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Håkan Hedlund, AccountNumber: 188, TransactionId: 81352, Amount19413.00,  Country: Denmark, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Håkan Hedlund, AccountNumber: 188, TransactionId: 89058, Amount19413.00,  Country: Denmark, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Håkan Hedlund, AccountNumber: 188, TransactionId: 97007, Amount19413.00,  Country: Denmark, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Martina Eklund, AccountNumber: 266, TransactionId: 58375, Amount49752.00,  Country: Denmark, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Martina Eklund, AccountNumber: 266, TransactionId: 65864, Amount74628.00,  Country: Denmark, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Martina Eklund, AccountNumber: 266, TransactionId: 73499, Amount49752.00,  Country: Denmark, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Martina Eklund, AccountNumber: 266, TransactionId: 80976, Amount49752.00,  Country: Denmark, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Martina Eklund, AccountNumber: 266, TransactionId: 88687, Amount49752.00,  Country: Denmark, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Martina Eklund, AccountNumber: 266, TransactionId: 96621, Amount49752.00,  Country: Denmark, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Veli Kääriäinen, AccountNumber: 289, TransactionId: 50591, Amount17448.00,  Country: Denmark, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Veli Kääriäinen, AccountNumber: 289, TransactionId: 57268, Amount17448.00,  Country: Denmark, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Veli Kääriäinen, AccountNumber: 289, TransactionId: 64581, Amount26172.00,  Country: Denmark, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Veli Kääriäinen, AccountNumber: 289, TransactionId: 72325, Amount17448.00,  Country: Denmark, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Veli Kääriäinen, AccountNumber: 289, TransactionId: 79764, Amount17448.00,  Country: Denmark, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Veli Kääriäinen, AccountNumber: 289, TransactionId: 87383, Amount17448.00,  Country: Denmark, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Veli Kääriäinen, AccountNumber: 289, TransactionId: 95309, Amount17448.00,  Country: Denmark, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Fredrik Engebretsen, AccountNumber: 322, TransactionId: 853, Amount16646.00,  Country: Denmark, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Fredrik Engebretsen, AccountNumber: 322, TransactionId: 1624, Amount16646.00,  Country: Denmark, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Fredrik Engebretsen, AccountNumber: 322, TransactionId: 2686, Amount16646.00,  Country: Denmark, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Fredrik Engebretsen, AccountNumber: 322, TransactionId: 4245, Amount24969.00,  Country: Denmark, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Fredrik Engebretsen, AccountNumber: 322, TransactionId: 6347, Amount16646.00,  Country: Denmark, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Fredrik Engebretsen, AccountNumber: 322, TransactionId: 9003, Amount16646.00,  Country: Denmark, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Fredrik Engebretsen, AccountNumber: 322, TransactionId: 12187, Amount16646.00,  Country: Denmark, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Fredrik Engebretsen, AccountNumber: 322, TransactionId: 15851, Amount16646.00,  Country: Denmark, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Fredrik Engebretsen, AccountNumber: 322, TransactionId: 20054, Amount16646.00,  Country: Denmark, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Fredrik Engebretsen, AccountNumber: 322, TransactionId: 24997, Amount24969.00,  Country: Denmark, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Fredrik Engebretsen, AccountNumber: 322, TransactionId: 32193, Amount16646.00,  Country: Denmark, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Fredrik Engebretsen, AccountNumber: 322, TransactionId: 39852, Amount16646.00,  Country: Denmark, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Fredrik Engebretsen, AccountNumber: 322, TransactionId: 45644, Amount16646.00,  Country: Denmark, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Fredrik Engebretsen, AccountNumber: 322, TransactionId: 52087, Amount16646.00,  Country: Denmark, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Fredrik Engebretsen, AccountNumber: 322, TransactionId: 58849, Amount16646.00,  Country: Denmark, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Fredrik Engebretsen, AccountNumber: 322, TransactionId: 66368, Amount24969.00,  Country: Denmark, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Fredrik Engebretsen, AccountNumber: 322, TransactionId: 73985, Amount16646.00,  Country: Denmark, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Fredrik Engebretsen, AccountNumber: 322, TransactionId: 81492, Amount16646.00,  Country: Denmark, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Fredrik Engebretsen, AccountNumber: 322, TransactionId: 89197, Amount16646.00,  Country: Denmark, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Fredrik Engebretsen, AccountNumber: 322, TransactionId: 97152, Amount16646.00,  Country: Denmark, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Stine Holm, AccountNumber: 361, TransactionId: 659, Amount23638.00,  Country: Denmark, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Stine Holm, AccountNumber: 361, TransactionId: 1364, Amount23638.00,  Country: Denmark, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Stine Holm, AccountNumber: 361, TransactionId: 2326, Amount23638.00,  Country: Denmark, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Stine Holm, AccountNumber: 361, TransactionId: 3702, Amount35457.00,  Country: Denmark, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Stine Holm, AccountNumber: 361, TransactionId: 5639, Amount23638.00,  Country: Denmark, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Stine Holm, AccountNumber: 361, TransactionId: 8135, Amount23638.00,  Country: Denmark, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Stine Holm, AccountNumber: 361, TransactionId: 11166, Amount23638.00,  Country: Denmark, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Stine Holm, AccountNumber: 361, TransactionId: 14670, Amount23638.00,  Country: Denmark, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Stine Holm, AccountNumber: 361, TransactionId: 18725, Amount23638.00,  Country: Denmark, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Stine Holm, AccountNumber: 361, TransactionId: 23300, Amount35457.00,  Country: Denmark, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Stine Holm, AccountNumber: 361, TransactionId: 29601, Amount23638.00,  Country: Denmark, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Stine Holm, AccountNumber: 361, TransactionId: 38097, Amount23638.00,  Country: Denmark, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Stine Holm, AccountNumber: 361, TransactionId: 43713, Amount23638.00,  Country: Denmark, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Stine Holm, AccountNumber: 361, TransactionId: 50030, Amount23638.00,  Country: Denmark, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Stine Holm, AccountNumber: 361, TransactionId: 56678, Amount23638.00,  Country: Denmark, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Stine Holm, AccountNumber: 361, TransactionId: 63899, Amount35457.00,  Country: Denmark, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Stine Holm, AccountNumber: 361, TransactionId: 71701, Amount23638.00,  Country: Denmark, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Stine Holm, AccountNumber: 361, TransactionId: 79123, Amount23638.00,  Country: Denmark, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Stine Holm, AccountNumber: 361, TransactionId: 86719, Amount23638.00,  Country: Denmark, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Stine Holm, AccountNumber: 361, TransactionId: 94624, Amount23638.00,  Country: Denmark, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Mari Dahl, AccountNumber: 377, TransactionId: 84654, Amount26543.00,  Country: Denmark, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Mari Dahl, AccountNumber: 377, TransactionId: 84495, Amount3.60,  Country: Denmark, DetectedAt: 5/12/2025 2:25:49 AM
