CustomerName: Arvid Saariaho, AccountNumber: 31, TransactionId: 57756, Amount15043.00,  Country: Norway, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Timothy Bergström, AccountNumber: 50, TransactionId: 81022, Amount16130.00,  Country: Norway, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Timothy Bergström, AccountNumber: 50, TransactionId: 88733, Amount16130.00,  Country: Norway, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Timothy Bergström, AccountNumber: 50, TransactionId: 96667, Amount16130.00,  Country: Norway, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Malene Poulsen, AccountNumber: 56, TransactionId: 64169, Amount21890.00,  Country: Norway, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Tanja Wideroos, AccountNumber: 82, TransactionId: 59514, Amount30302.00,  Country: Norway, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Tanja Wideroos, AccountNumber: 82, TransactionId: 72687, Amount29055.00,  Country: Norway, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Tanja Wideroos, AccountNumber: 82, TransactionId: 88434, Amount19875.00,  Country: Norway, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Tanja Wideroos, AccountNumber: 82, TransactionId: 89641, Amount20708.00,  Country: Norway, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Tanja Wideroos, AccountNumber: 82, TransactionId: 89963, Amount17115.00,  Country: Norway, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Tanja Wideroos, AccountNumber: 82, TransactionId: 90031, Amount41926.00,  Country: Norway, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Kim Samuelsson, AccountNumber: 90, TransactionId: 74015, Amount24306.00,  Country: Norway, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Kim Samuelsson, AccountNumber: 90, TransactionId: 81526, Amount24306.00,  Country: Norway, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Kim Samuelsson, AccountNumber: 90, TransactionId: 89233, Amount24306.00,  Country: Norway, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Kim Samuelsson, AccountNumber: 90, TransactionId: 97193, Amount24306.00,  Country: Norway, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Mario Blom, AccountNumber: 102, TransactionId: 46321, Amount21506.00,  Country: Norway, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Mario Blom, AccountNumber: 102, TransactionId: 46447, Amount15083.00,  Country: Norway, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Mario Blom, AccountNumber: 102, TransactionId: 74743, Amount32582.00,  Country: Norway, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Liv Mathiesen, AccountNumber: 126, TransactionId: 18118, Amount41244.00,  Country: Norway, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Liv Mathiesen, AccountNumber: 126, TransactionId: 44793, Amount37942.00,  Country: Norway, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Liv Mathiesen, AccountNumber: 126, TransactionId: 46449, Amount25373.00,  Country: Norway, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Liv Mathiesen, AccountNumber: 126, TransactionId: 55822, Amount42742.00,  Country: Norway, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Liv Mathiesen, AccountNumber: 126, TransactionId: 55823, Amount28593.00,  Country: Norway, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Matheus Olofsson, AccountNumber: 153, TransactionId: 23324, Amount20595.00,  Country: Norway, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Matheus Olofsson, AccountNumber: 153, TransactionId: 63933, Amount20595.00,  Country: Norway, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Paula Haataja, AccountNumber: 172, TransactionId: 11183, Amount22389.00,  Country: Norway, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Paula Haataja, AccountNumber: 172, TransactionId: 14689, Amount22389.00,  Country: Norway, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Paula Haataja, AccountNumber: 172, TransactionId: 18745, Amount22389.00,  Country: Norway, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Paula Haataja, AccountNumber: 172, TransactionId: 23325, Amount33584.00,  Country: Norway, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Paula Haataja, AccountNumber: 172, TransactionId: 29636, Amount22389.00,  Country: Norway, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Paula Haataja, AccountNumber: 172, TransactionId: 38121, Amount22389.00,  Country: Norway, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Paula Haataja, AccountNumber: 172, TransactionId: 43741, Amount22389.00,  Country: Norway, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Paula Haataja, AccountNumber: 172, TransactionId: 50058, Amount22389.00,  Country: Norway, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Paula Haataja, AccountNumber: 172, TransactionId: 56707, Amount22389.00,  Country: Norway, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Paula Haataja, AccountNumber: 172, TransactionId: 63934, Amount33584.00,  Country: Norway, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Paula Haataja, AccountNumber: 172, TransactionId: 71739, Amount22389.00,  Country: Norway, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Paula Haataja, AccountNumber: 172, TransactionId: 79153, Amount22389.00,  Country: Norway, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Paula Haataja, AccountNumber: 172, TransactionId: 86755, Amount22389.00,  Country: Norway, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Paula Haataja, AccountNumber: 172, TransactionId: 94656, Amount22389.00,  Country: Norway, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Sofia Nygård, AccountNumber: 186, TransactionId: 9378, Amount17370.00,  Country: Norway, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Sofia Nygård, AccountNumber: 186, TransactionId: 10932, Amount32779.00,  Country: Norway, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Sofia Nygård, AccountNumber: 186, TransactionId: 14155, Amount15801.00,  Country: Norway, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Sofia Nygård, AccountNumber: 186, TransactionId: 35317, Amount49065.00,  Country: Norway, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Sofia Nygård, AccountNumber: 186, TransactionId: 36852, Amount184.30,  Country: Norway, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Sofia Nygård, AccountNumber: 186, TransactionId: 38953, Amount19404.00,  Country: Norway, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Sofia Nygård, AccountNumber: 186, TransactionId: 43157, Amount29010.00,  Country: Norway, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Sofia Nygård, AccountNumber: 186, TransactionId: 43158, Amount37722.00,  Country: Norway, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Sofia Nygård, AccountNumber: 186, TransactionId: 53012, Amount37929.00,  Country: Norway, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Sofia Nygård, AccountNumber: 186, TransactionId: 59844, Amount24501.00,  Country: Norway, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Sofia Nygård, AccountNumber: 186, TransactionId: 64138, Amount43330.00,  Country: Norway, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Sofia Nygård, AccountNumber: 186, TransactionId: 66223, Amount28163.00,  Country: Norway, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Sofia Nygård, AccountNumber: 186, TransactionId: 66573, Amount39464.00,  Country: Norway, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Sofia Nygård, AccountNumber: 186, TransactionId: 66798, Amount28305.00,  Country: Norway, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Sofia Nygård, AccountNumber: 186, TransactionId: 67398, Amount41105.00,  Country: Norway, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Sofia Nygård, AccountNumber: 186, TransactionId: 68007, Amount32708.00,  Country: Norway, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Sofia Nygård, AccountNumber: 186, TransactionId: 70053, Amount354.20,  Country: Norway, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Sofia Nygård, AccountNumber: 186, TransactionId: 79959, Amount40982.00,  Country: Norway, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Sofia Nygård, AccountNumber: 186, TransactionId: 79962, Amount16152.00,  Country: Norway, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Sofia Nygård, AccountNumber: 186, TransactionId: 86003, Amount39335.00,  Country: Norway, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Sofia Nygård, AccountNumber: 186, TransactionId: 90277, Amount34515.00,  Country: Norway, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Sofia Nygård, AccountNumber: 186, TransactionId: 90640, Amount22938.00,  Country: Norway, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Sofia Nygård, AccountNumber: 186, TransactionId: 92826, Amount326.70,  Country: Norway, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Sofia Nygård, AccountNumber: 186, TransactionId: 97590, Amount31415.00,  Country: Norway, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Tony Gustafsson, AccountNumber: 245, TransactionId: 31617, Amount45212.00,  Country: Norway, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Tony Gustafsson, AccountNumber: 245, TransactionId: 36594, Amount37810.00,  Country: Norway, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Tony Gustafsson, AccountNumber: 245, TransactionId: 36512, Amount51.90,  Country: Norway, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Tony Gustafsson, AccountNumber: 245, TransactionId: 40616, Amount26250.00,  Country: Norway, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Tony Gustafsson, AccountNumber: 245, TransactionId: 46421, Amount28258.00,  Country: Norway, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Tony Gustafsson, AccountNumber: 245, TransactionId: 52524, Amount28329.00,  Country: Norway, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Tony Gustafsson, AccountNumber: 245, TransactionId: 52737, Amount29770.00,  Country: Norway, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Tony Gustafsson, AccountNumber: 245, TransactionId: 55788, Amount23934.00,  Country: Norway, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Tony Gustafsson, AccountNumber: 245, TransactionId: 60030, Amount19304.00,  Country: Norway, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Tony Gustafsson, AccountNumber: 245, TransactionId: 67736, Amount29886.00,  Country: Norway, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Tony Gustafsson, AccountNumber: 245, TransactionId: 81960, Amount24646.00,  Country: Norway, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Tony Gustafsson, AccountNumber: 245, TransactionId: 82644, Amount35296.00,  Country: Norway, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Tony Gustafsson, AccountNumber: 245, TransactionId: 89907, Amount44493.00,  Country: Norway, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Thindra Bergström, AccountNumber: 273, TransactionId: 22965, Amount19802.00,  Country: Norway, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Thindra Bergström, AccountNumber: 273, TransactionId: 63414, Amount19802.00,  Country: Norway, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Helen Lundström, AccountNumber: 327, TransactionId: 4000, Amount23562.00,  Country: Norway, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Helen Lundström, AccountNumber: 327, TransactionId: 6032, Amount15708.00,  Country: Norway, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Helen Lundström, AccountNumber: 327, TransactionId: 8609, Amount15708.00,  Country: Norway, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Helen Lundström, AccountNumber: 327, TransactionId: 11738, Amount15708.00,  Country: Norway, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Helen Lundström, AccountNumber: 327, TransactionId: 15328, Amount15708.00,  Country: Norway, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Helen Lundström, AccountNumber: 327, TransactionId: 19444, Amount15708.00,  Country: Norway, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Helen Lundström, AccountNumber: 327, TransactionId: 24232, Amount23562.00,  Country: Norway, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Helen Lundström, AccountNumber: 327, TransactionId: 31005, Amount15708.00,  Country: Norway, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Helen Lundström, AccountNumber: 327, TransactionId: 39030, Amount15708.00,  Country: Norway, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Helen Lundström, AccountNumber: 327, TransactionId: 44754, Amount15708.00,  Country: Norway, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Helen Lundström, AccountNumber: 327, TransactionId: 51141, Amount15708.00,  Country: Norway, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Helen Lundström, AccountNumber: 327, TransactionId: 57832, Amount15708.00,  Country: Norway, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Helen Lundström, AccountNumber: 327, TransactionId: 65237, Amount23562.00,  Country: Norway, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Helen Lundström, AccountNumber: 327, TransactionId: 72914, Amount15708.00,  Country: Norway, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Helen Lundström, AccountNumber: 327, TransactionId: 80378, Amount15708.00,  Country: Norway, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Helen Lundström, AccountNumber: 327, TransactionId: 88047, Amount15708.00,  Country: Norway, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Helen Lundström, AccountNumber: 327, TransactionId: 95975, Amount15708.00,  Country: Norway, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Sonja Hietanen, AccountNumber: 334, TransactionId: 3943, Amount27558.00,  Country: Norway, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Sonja Hietanen, AccountNumber: 334, TransactionId: 5958, Amount18372.00,  Country: Norway, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Sonja Hietanen, AccountNumber: 334, TransactionId: 8497, Amount18372.00,  Country: Norway, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Sonja Hietanen, AccountNumber: 334, TransactionId: 11609, Amount18372.00,  Country: Norway, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Sonja Hietanen, AccountNumber: 334, TransactionId: 15174, Amount18372.00,  Country: Norway, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Sonja Hietanen, AccountNumber: 334, TransactionId: 19287, Amount18372.00,  Country: Norway, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Sonja Hietanen, AccountNumber: 334, TransactionId: 24005, Amount27558.00,  Country: Norway, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Sonja Hietanen, AccountNumber: 334, TransactionId: 30685, Amount18372.00,  Country: Norway, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Sonja Hietanen, AccountNumber: 334, TransactionId: 38822, Amount18372.00,  Country: Norway, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Sonja Hietanen, AccountNumber: 334, TransactionId: 44526, Amount18372.00,  Country: Norway, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Sonja Hietanen, AccountNumber: 334, TransactionId: 50877, Amount18372.00,  Country: Norway, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Sonja Hietanen, AccountNumber: 334, TransactionId: 57552, Amount18372.00,  Country: Norway, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Sonja Hietanen, AccountNumber: 334, TransactionId: 64926, Amount27558.00,  Country: Norway, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Sonja Hietanen, AccountNumber: 334, TransactionId: 72644, Amount18372.00,  Country: Norway, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Sonja Hietanen, AccountNumber: 334, TransactionId: 80085, Amount18372.00,  Country: Norway, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Sonja Hietanen, AccountNumber: 334, TransactionId: 87719, Amount18372.00,  Country: Norway, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Sonja Hietanen, AccountNumber: 334, TransactionId: 95652, Amount18372.00,  Country: Norway, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Natalia Soininen, AccountNumber: 344, TransactionId: 23299, Amount20922.00,  Country: Norway, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Natalia Soininen, AccountNumber: 344, TransactionId: 63896, Amount20922.00,  Country: Norway, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Jonna Kytönen, AccountNumber: 345, TransactionId: 24744, Amount24646.00,  Country: Norway, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Jonna Kytönen, AccountNumber: 345, TransactionId: 31776, Amount16431.00,  Country: Norway, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Jonna Kytönen, AccountNumber: 345, TransactionId: 39585, Amount16431.00,  Country: Norway, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Jonna Kytönen, AccountNumber: 345, TransactionId: 45340, Amount16431.00,  Country: Norway, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Jonna Kytönen, AccountNumber: 345, TransactionId: 51768, Amount16431.00,  Country: Norway, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Jonna Kytönen, AccountNumber: 345, TransactionId: 58507, Amount16431.00,  Country: Norway, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Jonna Kytönen, AccountNumber: 345, TransactionId: 66012, Amount24646.00,  Country: Norway, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Jonna Kytönen, AccountNumber: 345, TransactionId: 73647, Amount16431.00,  Country: Norway, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Jonna Kytönen, AccountNumber: 345, TransactionId: 81132, Amount16431.00,  Country: Norway, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Jonna Kytönen, AccountNumber: 345, TransactionId: 88835, Amount16431.00,  Country: Norway, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Jonna Kytönen, AccountNumber: 345, TransactionId: 96783, Amount16431.00,  Country: Norway, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Tomas Olofsson, AccountNumber: 346, TransactionId: 218, Amount19935.00,  Country: Norway, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Tomas Olofsson, AccountNumber: 346, TransactionId: 632, Amount19935.00,  Country: Norway, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Tomas Olofsson, AccountNumber: 346, TransactionId: 1328, Amount19935.00,  Country: Norway, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Tomas Olofsson, AccountNumber: 346, TransactionId: 2274, Amount19935.00,  Country: Norway, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Tomas Olofsson, AccountNumber: 346, TransactionId: 3631, Amount29902.50,  Country: Norway, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Tomas Olofsson, AccountNumber: 346, TransactionId: 5538, Amount19935.00,  Country: Norway, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Tomas Olofsson, AccountNumber: 346, TransactionId: 8016, Amount19935.00,  Country: Norway, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Tomas Olofsson, AccountNumber: 346, TransactionId: 10992, Amount19935.00,  Country: Norway, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Tomas Olofsson, AccountNumber: 346, TransactionId: 14482, Amount19935.00,  Country: Norway, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Tomas Olofsson, AccountNumber: 346, TransactionId: 18524, Amount19935.00,  Country: Norway, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Tomas Olofsson, AccountNumber: 346, TransactionId: 23071, Amount29902.50,  Country: Norway, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Tomas Olofsson, AccountNumber: 346, TransactionId: 29235, Amount19935.00,  Country: Norway, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Tomas Olofsson, AccountNumber: 346, TransactionId: 37835, Amount19935.00,  Country: Norway, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Tomas Olofsson, AccountNumber: 346, TransactionId: 43455, Amount19935.00,  Country: Norway, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Tomas Olofsson, AccountNumber: 346, TransactionId: 49745, Amount19935.00,  Country: Norway, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Tomas Olofsson, AccountNumber: 346, TransactionId: 56358, Amount19935.00,  Country: Norway, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Tomas Olofsson, AccountNumber: 346, TransactionId: 63557, Amount29902.50,  Country: Norway, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Tomas Olofsson, AccountNumber: 346, TransactionId: 71378, Amount19935.00,  Country: Norway, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Tomas Olofsson, AccountNumber: 346, TransactionId: 78782, Amount19935.00,  Country: Norway, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Tomas Olofsson, AccountNumber: 346, TransactionId: 86370, Amount19935.00,  Country: Norway, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Tomas Olofsson, AccountNumber: 346, TransactionId: 94261, Amount19935.00,  Country: Norway, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Jasmina Bergström, AccountNumber: 354, TransactionId: 24006, Amount17199.00,  Country: Norway, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Jasmina Bergström, AccountNumber: 354, TransactionId: 64927, Amount17199.00,  Country: Norway, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Kaiju Myllys, AccountNumber: 395, TransactionId: 1342, Amount22054.00,  Country: Norway, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Kaiju Myllys, AccountNumber: 395, TransactionId: 2296, Amount22054.00,  Country: Norway, DetectedAt: 5/12/2025 2:25:49 AM
