CustomerName: Milton Öberg, AccountNumber: 15, TransactionId: 14614, Amount17065.00,  Country: Sweden, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Abellona Kruse, AccountNumber: 47, TransactionId: 44951, Amount35257.00,  Country: Sweden, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Abellona Kruse, AccountNumber: 47, TransactionId: 51339, Amount35257.00,  Country: Sweden, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Abellona Kruse, AccountNumber: 47, TransactionId: 58056, Amount35257.00,  Country: Sweden, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Abellona Kruse, AccountNumber: 47, TransactionId: 65485, Amount52886.00,  Country: Sweden, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Abellona Kruse, AccountNumber: 47, TransactionId: 73151, Amount35257.00,  Country: Sweden, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Abellona Kruse, AccountNumber: 47, TransactionId: 80627, Amount35257.00,  Country: Sweden, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Abellona Kruse, AccountNumber: 47, TransactionId: 88300, Amount35257.00,  Country: Sweden, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Abellona Kruse, AccountNumber: 47, TransactionId: 96220, Amount35257.00,  Country: Sweden, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Abellona Kruse, AccountNumber: 47, TransactionId: 1060177, Amount9999999.00,  Country: Sweden, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Abigail Fimland, AccountNumber: 78, TransactionId: 6140, Amount17478.00,  Country: Sweden, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Abigail Fimland, AccountNumber: 78, TransactionId: 8749, Amount17478.00,  Country: Sweden, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Abigail Fimland, AccountNumber: 78, TransactionId: 11896, Amount17478.00,  Country: Sweden, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Abigail Fimland, AccountNumber: 78, TransactionId: 15519, Amount17478.00,  Country: Sweden, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Abigail Fimland, AccountNumber: 78, TransactionId: 19655, Amount17478.00,  Country: Sweden, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Abigail Fimland, AccountNumber: 78, TransactionId: 24499, Amount26217.00,  Country: Sweden, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Abigail Fimland, AccountNumber: 78, TransactionId: 31394, Amount17478.00,  Country: Sweden, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Abigail Fimland, AccountNumber: 78, TransactionId: 39308, Amount17478.00,  Country: Sweden, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Abigail Fimland, AccountNumber: 78, TransactionId: 45062, Amount17478.00,  Country: Sweden, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Abigail Fimland, AccountNumber: 78, TransactionId: 51450, Amount17478.00,  Country: Sweden, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Abigail Fimland, AccountNumber: 78, TransactionId: 58174, Amount17478.00,  Country: Sweden, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Abigail Fimland, AccountNumber: 78, TransactionId: 65623, Amount26217.00,  Country: Sweden, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Abigail Fimland, AccountNumber: 78, TransactionId: 73276, Amount17478.00,  Country: Sweden, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Abigail Fimland, AccountNumber: 78, TransactionId: 80750, Amount17478.00,  Country: Sweden, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Abigail Fimland, AccountNumber: 78, TransactionId: 88436, Amount17478.00,  Country: Sweden, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Abigail Fimland, AccountNumber: 78, TransactionId: 96369, Amount17478.00,  Country: Sweden, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Hilma Åkesson, AccountNumber: 96, TransactionId: 769, Amount44221.00,  Country: Sweden, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Hilma Åkesson, AccountNumber: 96, TransactionId: 1507, Amount44221.00,  Country: Sweden, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Hilma Åkesson, AccountNumber: 96, TransactionId: 2526, Amount44221.00,  Country: Sweden, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Hilma Åkesson, AccountNumber: 96, TransactionId: 4010, Amount66332.00,  Country: Sweden, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Hilma Åkesson, AccountNumber: 96, TransactionId: 6047, Amount44221.00,  Country: Sweden, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Hilma Åkesson, AccountNumber: 96, TransactionId: 8622, Amount44221.00,  Country: Sweden, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Hilma Åkesson, AccountNumber: 96, TransactionId: 11752, Amount44221.00,  Country: Sweden, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Hilma Åkesson, AccountNumber: 96, TransactionId: 15346, Amount44221.00,  Country: Sweden, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Hilma Åkesson, AccountNumber: 96, TransactionId: 19473, Amount44221.00,  Country: Sweden, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Hilma Åkesson, AccountNumber: 96, TransactionId: 24260, Amount66332.00,  Country: Sweden, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Hilma Åkesson, AccountNumber: 96, TransactionId: 31056, Amount44221.00,  Country: Sweden, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Hilma Åkesson, AccountNumber: 96, TransactionId: 39063, Amount44221.00,  Country: Sweden, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Hilma Åkesson, AccountNumber: 96, TransactionId: 44789, Amount44221.00,  Country: Sweden, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Hilma Åkesson, AccountNumber: 96, TransactionId: 51175, Amount44221.00,  Country: Sweden, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Hilma Åkesson, AccountNumber: 96, TransactionId: 57881, Amount44221.00,  Country: Sweden, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Hilma Åkesson, AccountNumber: 96, TransactionId: 65287, Amount66332.00,  Country: Sweden, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Hilma Åkesson, AccountNumber: 96, TransactionId: 72963, Amount44221.00,  Country: Sweden, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Hilma Åkesson, AccountNumber: 96, TransactionId: 80424, Amount44221.00,  Country: Sweden, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Hilma Åkesson, AccountNumber: 96, TransactionId: 88091, Amount44221.00,  Country: Sweden, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Hilma Åkesson, AccountNumber: 96, TransactionId: 96019, Amount44221.00,  Country: Sweden, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Bilal Berggren, AccountNumber: 100, TransactionId: 63222, Amount17836.50,  Country: Sweden, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Theodora Sjögren, AccountNumber: 128, TransactionId: 6648, Amount31802.00,  Country: Sweden, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Theodora Sjögren, AccountNumber: 128, TransactionId: 80127, Amount38750.00,  Country: Sweden, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Abellona Henriksen, AccountNumber: 196, TransactionId: 23912, Amount19408.00,  Country: Sweden, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Abellona Henriksen, AccountNumber: 196, TransactionId: 64794, Amount19408.00,  Country: Sweden, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Abellona Henriksen, AccountNumber: 196, TransactionId: 1060178, Amount160000.00,  Country: Sweden, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Alba Wergeland, AccountNumber: 239, TransactionId: 1835, Amount27035.00,  Country: Sweden, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Alba Wergeland, AccountNumber: 239, TransactionId: 2365, Amount18099.00,  Country: Sweden, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Alba Wergeland, AccountNumber: 239, TransactionId: 2366, Amount20699.00,  Country: Sweden, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Alba Wergeland, AccountNumber: 239, TransactionId: 6880, Amount34177.00,  Country: Sweden, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Alba Wergeland, AccountNumber: 239, TransactionId: 7528, Amount211.50,  Country: Sweden, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Alba Wergeland, AccountNumber: 239, TransactionId: 8341, Amount32140.00,  Country: Sweden, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Alba Wergeland, AccountNumber: 239, TransactionId: 8828, Amount27754.00,  Country: Sweden, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Alba Wergeland, AccountNumber: 239, TransactionId: 14293, Amount49381.00,  Country: Sweden, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Alba Wergeland, AccountNumber: 239, TransactionId: 18863, Amount45916.00,  Country: Sweden, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Alba Wergeland, AccountNumber: 239, TransactionId: 18860, Amount22339.00,  Country: Sweden, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Alba Wergeland, AccountNumber: 239, TransactionId: 19032, Amount14371.00,  Country: Sweden, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Alba Wergeland, AccountNumber: 239, TransactionId: 19965, Amount33061.00,  Country: Sweden, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Alba Wergeland, AccountNumber: 239, TransactionId: 39184, Amount31412.00,  Country: Sweden, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Alba Wergeland, AccountNumber: 239, TransactionId: 46293, Amount46116.00,  Country: Sweden, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Alba Wergeland, AccountNumber: 239, TransactionId: 53127, Amount39141.00,  Country: Sweden, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Alba Wergeland, AccountNumber: 239, TransactionId: 58026, Amount18764.00,  Country: Sweden, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Alba Wergeland, AccountNumber: 239, TransactionId: 63412, Amount47955.00,  Country: Sweden, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Alba Wergeland, AccountNumber: 239, TransactionId: 74538, Amount22828.00,  Country: Sweden, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Alba Wergeland, AccountNumber: 239, TransactionId: 81692, Amount15146.00,  Country: Sweden, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Alba Wergeland, AccountNumber: 239, TransactionId: 93861, Amount46053.00,  Country: Sweden, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Arvi Petelius, AccountNumber: 274, TransactionId: 11822, Amount20398.00,  Country: Sweden, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Arvi Petelius, AccountNumber: 274, TransactionId: 15435, Amount20398.00,  Country: Sweden, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Arvi Petelius, AccountNumber: 274, TransactionId: 19561, Amount20398.00,  Country: Sweden, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Arvi Petelius, AccountNumber: 274, TransactionId: 24384, Amount30597.00,  Country: Sweden, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Arvi Petelius, AccountNumber: 274, TransactionId: 31227, Amount20398.00,  Country: Sweden, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Arvi Petelius, AccountNumber: 274, TransactionId: 39186, Amount20398.00,  Country: Sweden, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Arvi Petelius, AccountNumber: 274, TransactionId: 44927, Amount20398.00,  Country: Sweden, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Arvi Petelius, AccountNumber: 274, TransactionId: 51314, Amount20398.00,  Country: Sweden, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Arvi Petelius, AccountNumber: 274, TransactionId: 58030, Amount20398.00,  Country: Sweden, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Arvi Petelius, AccountNumber: 274, TransactionId: 65450, Amount30597.00,  Country: Sweden, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Arvi Petelius, AccountNumber: 274, TransactionId: 73121, Amount20398.00,  Country: Sweden, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Arvi Petelius, AccountNumber: 274, TransactionId: 80593, Amount20398.00,  Country: Sweden, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Arvi Petelius, AccountNumber: 274, TransactionId: 88266, Amount20398.00,  Country: Sweden, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Arvi Petelius, AccountNumber: 274, TransactionId: 96188, Amount20398.00,  Country: Sweden, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Rebecca Hedlund, AccountNumber: 299, TransactionId: 1774, Amount33882.00,  Country: Sweden, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Rebecca Hedlund, AccountNumber: 299, TransactionId: 5754, Amount47369.00,  Country: Sweden, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Rebecca Hedlund, AccountNumber: 299, TransactionId: 9675, Amount15116.00,  Country: Sweden, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Rebecca Hedlund, AccountNumber: 299, TransactionId: 30334, Amount30805.00,  Country: Sweden, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Rebecca Hedlund, AccountNumber: 299, TransactionId: 30694, Amount10987.00,  Country: Sweden, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Rebecca Hedlund, AccountNumber: 299, TransactionId: 32197, Amount15887.00,  Country: Sweden, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Rebecca Hedlund, AccountNumber: 299, TransactionId: 33303, Amount36016.00,  Country: Sweden, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Rebecca Hedlund, AccountNumber: 299, TransactionId: 33488, Amount35055.00,  Country: Sweden, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Rebecca Hedlund, AccountNumber: 299, TransactionId: 37588, Amount33519.00,  Country: Sweden, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Rebecca Hedlund, AccountNumber: 299, TransactionId: 45348, Amount19719.00,  Country: Sweden, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Rebecca Hedlund, AccountNumber: 299, TransactionId: 55884, Amount42799.00,  Country: Sweden, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Rebecca Hedlund, AccountNumber: 299, TransactionId: 63103, Amount17957.00,  Country: Sweden, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Rebecca Hedlund, AccountNumber: 299, TransactionId: 67235, Amount30489.00,  Country: Sweden, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Rebecca Hedlund, AccountNumber: 299, TransactionId: 67771, Amount46250.00,  Country: Sweden, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Rebecca Hedlund, AccountNumber: 299, TransactionId: 72649, Amount29310.00,  Country: Sweden, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Rebecca Hedlund, AccountNumber: 299, TransactionId: 73237, Amount29165.00,  Country: Sweden, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Rebecca Hedlund, AccountNumber: 299, TransactionId: 89952, Amount37142.00,  Country: Sweden, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Rebecca Hedlund, AccountNumber: 299, TransactionId: 97947, Amount22421.00,  Country: Sweden, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Rebecca Hedlund, AccountNumber: 299, TransactionId: 98845, Amount32223.00,  Country: Sweden, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Rebecca Hedlund, AccountNumber: 299, TransactionId: 99627, Amount209.50,  Country: Sweden, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Laurits Mogensen, AccountNumber: 347, TransactionId: 26244, Amount24776.00,  Country: Sweden, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Laurits Mogensen, AccountNumber: 347, TransactionId: 51413, Amount42958.00,  Country: Sweden, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Laurits Mogensen, AccountNumber: 347, TransactionId: 53342, Amount21876.00,  Country: Sweden, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Laurits Mogensen, AccountNumber: 347, TransactionId: 55696, Amount5426.00,  Country: Sweden, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Laurits Mogensen, AccountNumber: 347, TransactionId: 54711, Amount173.80,  Country: Sweden, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Laurits Mogensen, AccountNumber: 347, TransactionId: 59158, Amount20811.00,  Country: Sweden, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Laurits Mogensen, AccountNumber: 347, TransactionId: 60239, Amount30828.00,  Country: Sweden, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Laurits Mogensen, AccountNumber: 347, TransactionId: 61713, Amount308.50,  Country: Sweden, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Laurits Mogensen, AccountNumber: 347, TransactionId: 68035, Amount37607.00,  Country: Sweden, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Laurits Mogensen, AccountNumber: 347, TransactionId: 69575, Amount251.80,  Country: Sweden, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Laurits Mogensen, AccountNumber: 347, TransactionId: 74403, Amount36500.00,  Country: Sweden, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Laurits Mogensen, AccountNumber: 347, TransactionId: 78783, Amount34803.00,  Country: Sweden, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Laurits Mogensen, AccountNumber: 347, TransactionId: 90381, Amount32689.00,  Country: Sweden, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Laurits Mogensen, AccountNumber: 347, TransactionId: 96318, Amount34009.00,  Country: Sweden, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Jakob Frederiksen, AccountNumber: 363, TransactionId: 63100, Amount40998.00,  Country: Sweden, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Jakob Frederiksen, AccountNumber: 363, TransactionId: 67586, Amount17587.00,  Country: Sweden, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Jakob Frederiksen, AccountNumber: 363, TransactionId: 75219, Amount48411.00,  Country: Sweden, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Vigor Johnsson, AccountNumber: 365, TransactionId: 29602, Amount17660.00,  Country: Sweden, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Vigor Johnsson, AccountNumber: 365, TransactionId: 38096, Amount17660.00,  Country: Sweden, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Vigor Johnsson, AccountNumber: 365, TransactionId: 43714, Amount17660.00,  Country: Sweden, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Vigor Johnsson, AccountNumber: 365, TransactionId: 50029, Amount17660.00,  Country: Sweden, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Vigor Johnsson, AccountNumber: 365, TransactionId: 56677, Amount17660.00,  Country: Sweden, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Vigor Johnsson, AccountNumber: 365, TransactionId: 63898, Amount26490.00,  Country: Sweden, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Vigor Johnsson, AccountNumber: 365, TransactionId: 71702, Amount17660.00,  Country: Sweden, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Vigor Johnsson, AccountNumber: 365, TransactionId: 79126, Amount17660.00,  Country: Sweden, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Vigor Johnsson, AccountNumber: 365, TransactionId: 86717, Amount17660.00,  Country: Sweden, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Vigor Johnsson, AccountNumber: 365, TransactionId: 94622, Amount17660.00,  Country: Sweden, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Sandra Mikalsen, AccountNumber: 374, TransactionId: 210, Amount23041.00,  Country: Sweden, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Sandra Mikalsen, AccountNumber: 374, TransactionId: 621, Amount23041.00,  Country: Sweden, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Sandra Mikalsen, AccountNumber: 374, TransactionId: 1314, Amount23041.00,  Country: Sweden, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Sandra Mikalsen, AccountNumber: 374, TransactionId: 2255, Amount23041.00,  Country: Sweden, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Sandra Mikalsen, AccountNumber: 374, TransactionId: 3606, Amount34562.00,  Country: Sweden, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Sandra Mikalsen, AccountNumber: 374, TransactionId: 5505, Amount23041.00,  Country: Sweden, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Sandra Mikalsen, AccountNumber: 374, TransactionId: 7967, Amount23041.00,  Country: Sweden, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Sandra Mikalsen, AccountNumber: 374, TransactionId: 10933, Amount23041.00,  Country: Sweden, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Sandra Mikalsen, AccountNumber: 374, TransactionId: 14410, Amount23041.00,  Country: Sweden, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Sandra Mikalsen, AccountNumber: 374, TransactionId: 18445, Amount23041.00,  Country: Sweden, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Sandra Mikalsen, AccountNumber: 374, TransactionId: 22967, Amount34562.00,  Country: Sweden, DetectedAt: 5/12/2025 2:25:49 AM
CustomerName: Sandra Mikalsen, AccountNumber: 374, TransactionId: 29111, Amount23041.00,  Country: Sweden, DetectedAt: 5/12/2025 2:25:49 AM
