Suspicious Transactions Report - Finland - 5/11/2025 12:12:14 AM
CustomerName: Kulmala Niklas, AccountId: 1541503271, TransactionId: 0, Amount: 20236.00, Date: 3/12/2013
CustomerName: Kulmala Niklas, AccountId: 1541503271, TransactionId: 0, Amount: 20236.00, Date: 4/12/2017
CustomerName: Kulmala Niklas, AccountId: 1541503271, TransactionId: 0, Amount: 20236.00, Date: 5/12/2017
CustomerName: Kulmala Niklas, AccountId: 1541503271, TransactionId: 0, Amount: 30354.00, Date: 6/12/2017
CustomerName: Kulmala Niklas, AccountId: 1541503271, TransactionId: 0, Amount: 20236.00, Date: 7/12/2017
CustomerName: Kulmala Niklas, AccountId: 1541503271, TransactionId: 0, Amount: 20236.00, Date: 8/12/2017
CustomerName: Kulmala Niklas, AccountId: 1541503271, TransactionId: 0, Amount: 20236.00, Date: 9/12/2017
CustomerName: Kulmala Niklas, AccountId: 1541503271, TransactionId: 0, Amount: 20236.00, Date: 10/12/2017
CustomerName: Kulmala Niklas, AccountId: 1541503271, TransactionId: 0, Amount: 20236.00, Date: 11/12/2017
CustomerName: Kulmala Niklas, AccountId: 1541503271, TransactionId: 0, Amount: 30354.00, Date: 12/12/2017
CustomerName: Kulmala Niklas, AccountId: 1541503271, TransactionId: 0, Amount: 20236.00, Date: 1/12/2018
CustomerName: Kulmala Niklas, AccountId: 1541503271, TransactionId: 0, Amount: 20236.00, Date: 2/12/2018
CustomerName: Kulmala Niklas, AccountId: 1541503271, TransactionId: 0, Amount: 20236.00, Date: 3/12/2018
CustomerName: Kulmala Niklas, AccountId: 1541503271, TransactionId: 0, Amount: 20236.00, Date: 4/12/2018
CustomerName: Kulmala Niklas, AccountId: 1541503271, TransactionId: 0, Amount: 20236.00, Date: 5/12/2018
CustomerName: Kulmala Niklas, AccountId: 1541503271, TransactionId: 0, Amount: 30354.00, Date: 6/12/2018
CustomerName: Kulmala Niklas, AccountId: 1541503271, TransactionId: 0, Amount: -3500.00, Date: 6/15/2018
CustomerName: Kulmala Niklas, AccountId: 1541503271, TransactionId: 0, Amount: 20236.00, Date: 7/12/2018
CustomerName: Kulmala Niklas, AccountId: 1541503271, TransactionId: 0, Amount: 20236.00, Date: 8/12/2018
CustomerName: Kulmala Niklas, AccountId: 1541503271, TransactionId: 0, Amount: 20236.00, Date: 9/12/2018
CustomerName: Kulmala Niklas, AccountId: 1541503271, TransactionId: 0, Amount: 20236.00, Date: 10/12/2018
CustomerName: Kulmala Niklas, AccountId: 1541503271, TransactionId: 0, Amount: 20236.00, Date: 11/12/2018
CustomerName: Kulmala Niklas, AccountId: 1541503271, TransactionId: 0, Amount: 30354.00, Date: 12/12/2018
CustomerName: Paulsen Pernille, AccountId: 1712917864, TransactionId: 0, Amount: 20841.00, Date: 10/6/2017
CustomerName: Paulsen Pernille, AccountId: 1712917864, TransactionId: 0, Amount: 20841.00, Date: 11/6/2017
CustomerName: Paulsen Pernille, AccountId: 1712917864, TransactionId: 0, Amount: 31262.00, Date: 12/6/2017
CustomerName: Paulsen Pernille, AccountId: 1712917864, TransactionId: 0, Amount: 20841.00, Date: 1/6/2018
CustomerName: Paulsen Pernille, AccountId: 1712917864, TransactionId: 0, Amount: 20841.00, Date: 2/6/2018
CustomerName: Paulsen Pernille, AccountId: 1712917864, TransactionId: 0, Amount: 20841.00, Date: 3/6/2018
CustomerName: Paulsen Pernille, AccountId: 1712917864, TransactionId: 0, Amount: 20841.00, Date: 4/6/2018
CustomerName: Paulsen Pernille, AccountId: 1712917864, TransactionId: 0, Amount: 20841.00, Date: 5/6/2018
CustomerName: Paulsen Pernille, AccountId: 1712917864, TransactionId: 0, Amount: 31262.00, Date: 6/6/2018
CustomerName: Paulsen Pernille, AccountId: 1712917864, TransactionId: 0, Amount: 20841.00, Date: 7/6/2018
CustomerName: Paulsen Pernille, AccountId: 1712917864, TransactionId: 0, Amount: 20841.00, Date: 8/6/2018
CustomerName: Paulsen Pernille, AccountId: 1712917864, TransactionId: 0, Amount: 20841.00, Date: 9/6/2018
CustomerName: Paulsen Pernille, AccountId: 1712917864, TransactionId: 0, Amount: 20841.00, Date: 10/6/2018
CustomerName: Paulsen Pernille, AccountId: 1712917864, TransactionId: 0, Amount: 20841.00, Date: 11/6/2018
CustomerName: Paulsen Pernille, AccountId: 1712917864, TransactionId: 0, Amount: 31262.00, Date: 12/6/2018
CustomerName: Rødseth Oskar, AccountId: 1812703937, TransactionId: 0, Amount: 44907.00, Date: 3/25/2014
CustomerName: Rødseth Oskar, AccountId: 1812703937, TransactionId: 0, Amount: 35017.00, Date: 3/28/2014
CustomerName: Rødseth Oskar, AccountId: 1812703937, TransactionId: 0, Amount: 181.90, Date: 3/31/2014
CustomerName: Rødseth Oskar, AccountId: 1812703937, TransactionId: 0, Amount: 40088.00, Date: 6/4/2014
CustomerName: Rødseth Oskar, AccountId: 1812703937, TransactionId: 0, Amount: 34562.00, Date: 7/7/2014
CustomerName: Rødseth Oskar, AccountId: 1812703937, TransactionId: 0, Amount: 28115.00, Date: 8/14/2014
CustomerName: Rødseth Oskar, AccountId: 1812703937, TransactionId: 0, Amount: 33035.00, Date: 8/17/2014
CustomerName: Rødseth Oskar, AccountId: 1812703937, TransactionId: 0, Amount: 39105.00, Date: 8/28/2014
CustomerName: Rødseth Oskar, AccountId: 1812703937, TransactionId: 0, Amount: -30.00, Date: 8/31/2014
CustomerName: Rødseth Oskar, AccountId: 1812703937, TransactionId: 0, Amount: 180.60, Date: 8/31/2014
CustomerName: Rødseth Oskar, AccountId: 1812703937, TransactionId: 0, Amount: 18362.00, Date: 9/20/2014
CustomerName: Rødseth Oskar, AccountId: 1812703937, TransactionId: 0, Amount: 33153.00, Date: 9/26/2014
CustomerName: Rødseth Oskar, AccountId: 1812703937, TransactionId: 0, Amount: 42022.00, Date: 9/27/2014
CustomerName: Rødseth Oskar, AccountId: 1812703937, TransactionId: 0, Amount: 31440.00, Date: 10/4/2014
CustomerName: Rødseth Oskar, AccountId: 1812703937, TransactionId: 0, Amount: 13242.00, Date: 10/5/2014
CustomerName: Rødseth Oskar, AccountId: 1812703937, TransactionId: 0, Amount: 24534.00, Date: 10/24/2014
CustomerName: Rødseth Oskar, AccountId: 1812703937, TransactionId: 0, Amount: 39962.00, Date: 11/1/2014
CustomerName: Rødseth Oskar, AccountId: 1812703937, TransactionId: 0, Amount: 36880.00, Date: 11/9/2014
CustomerName: Rødseth Oskar, AccountId: 1812703937, TransactionId: 0, Amount: 47679.00, Date: 12/25/2014
CustomerName: Rødseth Oskar, AccountId: 1812703937, TransactionId: 0, Amount: 18099.00, Date: 12/29/2014
CustomerName: Rødseth Oskar, AccountId: 1812703937, TransactionId: 0, Amount: 26914.00, Date: 1/2/2016
CustomerName: Rødseth Oskar, AccountId: 1812703937, TransactionId: 0, Amount: 28206.00, Date: 2/7/2016
CustomerName: Rødseth Oskar, AccountId: 1812703937, TransactionId: 0, Amount: -3300.00, Date: 2/10/2016
CustomerName: Rødseth Oskar, AccountId: 1812703937, TransactionId: 0, Amount: 31542.00, Date: 5/9/2016
CustomerName: Rødseth Oskar, AccountId: 1812703937, TransactionId: 0, Amount: -6800.00, Date: 5/10/2016
CustomerName: Rødseth Oskar, AccountId: 1812703937, TransactionId: 0, Amount: 25379.00, Date: 6/11/2016
CustomerName: Rødseth Oskar, AccountId: 1812703937, TransactionId: 0, Amount: 22941.00, Date: 7/3/2016
CustomerName: Rødseth Oskar, AccountId: 1812703937, TransactionId: 0, Amount: 20200.00, Date: 8/8/2016
CustomerName: Rødseth Oskar, AccountId: 1812703937, TransactionId: 0, Amount: -9700.00, Date: 1/5/2017
CustomerName: Rødseth Oskar, AccountId: 1812703937, TransactionId: 0, Amount: 40814.00, Date: 1/5/2017
CustomerName: Rødseth Oskar, AccountId: 1812703937, TransactionId: 0, Amount: 21400.00, Date: 2/4/2017
CustomerName: Rødseth Oskar, AccountId: 1812703937, TransactionId: 0, Amount: 16300.00, Date: 3/6/2017
CustomerName: Rødseth Oskar, AccountId: 1812703937, TransactionId: 0, Amount: 16200.00, Date: 5/5/2017
CustomerName: Rødseth Oskar, AccountId: 1812703937, TransactionId: 0, Amount: -800.00, Date: 6/4/2017
CustomerName: Rødseth Oskar, AccountId: 1812703937, TransactionId: 0, Amount: 35942.00, Date: 6/4/2017
CustomerName: Rødseth Oskar, AccountId: 1812703937, TransactionId: 0, Amount: 21900.00, Date: 7/4/2017
CustomerName: Rødseth Oskar, AccountId: 1812703937, TransactionId: 0, Amount: 36830.00, Date: 7/26/2017
CustomerName: Rødseth Oskar, AccountId: 1812703937, TransactionId: 0, Amount: 32927.00, Date: 8/13/2017
CustomerName: Rødseth Oskar, AccountId: 1812703937, TransactionId: 0, Amount: 43341.00, Date: 8/15/2017
CustomerName: Rødseth Oskar, AccountId: 1812703937, TransactionId: 0, Amount: 15276.00, Date: 9/2/2017
CustomerName: Rødseth Oskar, AccountId: 1812703937, TransactionId: 0, Amount: 30849.00, Date: 9/17/2017
CustomerName: Rødseth Oskar, AccountId: 1812703937, TransactionId: 0, Amount: 23233.00, Date: 10/4/2017
CustomerName: Rødseth Oskar, AccountId: 1812703937, TransactionId: 0, Amount: 47466.00, Date: 10/9/2017
CustomerName: Rødseth Oskar, AccountId: 1812703937, TransactionId: 0, Amount: 39930.00, Date: 10/29/2017
CustomerName: Rødseth Oskar, AccountId: 1812703937, TransactionId: 0, Amount: 39438.00, Date: 10/30/2017
CustomerName: Rødseth Oskar, AccountId: 1812703937, TransactionId: 0, Amount: 38505.00, Date: 11/1/2017
CustomerName: Rødseth Oskar, AccountId: 1812703937, TransactionId: 0, Amount: 23510.00, Date: 11/13/2017
CustomerName: Rødseth Oskar, AccountId: 1812703937, TransactionId: 0, Amount: 31179.00, Date: 11/26/2017
CustomerName: Rødseth Oskar, AccountId: 1812703937, TransactionId: 0, Amount: 23368.00, Date: 12/20/2017
CustomerName: Rødseth Oskar, AccountId: 1812703937, TransactionId: 0, Amount: 24754.00, Date: 3/20/2018
CustomerName: Rødseth Oskar, AccountId: 1812703937, TransactionId: 0, Amount: 43352.00, Date: 5/26/2018
CustomerName: Rødseth Oskar, AccountId: 1812703937, TransactionId: 0, Amount: 41449.00, Date: 7/27/2018
CustomerName: Rødseth Oskar, AccountId: 1812703937, TransactionId: 0, Amount: -16900.00, Date: 7/29/2018
CustomerName: Rødseth Oskar, AccountId: 1812703937, TransactionId: 0, Amount: 22395.00, Date: 10/22/2018
CustomerName: Rødseth Oskar, AccountId: 1812703937, TransactionId: 0, Amount: 24250.00, Date: 11/18/2018
CustomerName: Rødseth Oskar, AccountId: 1812703937, TransactionId: 0, Amount: 23894.00, Date: 11/20/2018
CustomerName: Rødseth Oskar, AccountId: 1812703937, TransactionId: 0, Amount: 32595.00, Date: 12/11/2018
CustomerName: Rødseth Oskar, AccountId: 1812703937, TransactionId: 0, Amount: 42360.00, Date: 12/18/2018
CustomerName: Lund Ingvild, AccountId: 1820436024, TransactionId: 0, Amount: 18925.50, Date: 12/6/2016
CustomerName: Lund Ingvild, AccountId: 1820436024, TransactionId: 0, Amount: 18925.50, Date: 6/6/2017
CustomerName: Lund Ingvild, AccountId: 1820436024, TransactionId: 0, Amount: 18925.50, Date: 12/6/2017
CustomerName: Lund Ingvild, AccountId: 1820436024, TransactionId: 0, Amount: 18925.50, Date: 6/6/2018
CustomerName: Lund Ingvild, AccountId: 1820436024, TransactionId: 0, Amount: 18925.50, Date: 12/6/2018
CustomerName: Skoglund Adrian, AccountId: 1615432606, TransactionId: 0, Amount: 15800.00, Date: 8/27/2016
CustomerName: Skoglund Adrian, AccountId: 1615432606, TransactionId: 0, Amount: 42054.00, Date: 9/5/2016
CustomerName: Skoglund Adrian, AccountId: 1615432606, TransactionId: 0, Amount: 41759.00, Date: 9/6/2016
CustomerName: Skoglund Adrian, AccountId: 1615432606, TransactionId: 0, Amount: -36000.00, Date: 9/6/2016
CustomerName: Skoglund Adrian, AccountId: 1615432606, TransactionId: 0, Amount: 22573.00, Date: 10/3/2016
CustomerName: Skoglund Adrian, AccountId: 1615432606, TransactionId: 0, Amount: 40895.00, Date: 10/28/2016
CustomerName: Skoglund Adrian, AccountId: 1615432606, TransactionId: 0, Amount: 291.10, Date: 10/31/2016
CustomerName: Skoglund Adrian, AccountId: 1615432606, TransactionId: 0, Amount: -14.60, Date: 10/31/2016
CustomerName: Skoglund Adrian, AccountId: 1615432606, TransactionId: 0, Amount: 29145.00, Date: 11/6/2016
CustomerName: Skoglund Adrian, AccountId: 1615432606, TransactionId: 0, Amount: 48119.00, Date: 11/7/2016
CustomerName: Skoglund Adrian, AccountId: 1615432606, TransactionId: 0, Amount: 19946.00, Date: 11/10/2016
CustomerName: Skoglund Adrian, AccountId: 1615432606, TransactionId: 0, Amount: 31101.00, Date: 11/15/2016
CustomerName: Skoglund Adrian, AccountId: 1615432606, TransactionId: 0, Amount: 29361.00, Date: 11/29/2016
CustomerName: Skoglund Adrian, AccountId: 1615432606, TransactionId: 0, Amount: 352.10, Date: 11/30/2016
CustomerName: Skoglund Adrian, AccountId: 1615432606, TransactionId: 0, Amount: -14.60, Date: 11/30/2016
CustomerName: Skoglund Adrian, AccountId: 1615432606, TransactionId: 0, Amount: 47179.00, Date: 12/9/2016
CustomerName: Skoglund Adrian, AccountId: 1615432606, TransactionId: 0, Amount: 25125.00, Date: 12/10/2016
CustomerName: Skoglund Adrian, AccountId: 1615432606, TransactionId: 0, Amount: 48955.00, Date: 12/16/2016
CustomerName: Skoglund Adrian, AccountId: 1615432606, TransactionId: 0, Amount: 41021.00, Date: 1/11/2017
CustomerName: Skoglund Adrian, AccountId: 1615432606, TransactionId: 0, Amount: -3841.00, Date: 1/11/2017
CustomerName: Skoglund Adrian, AccountId: 1615432606, TransactionId: 0, Amount: 15549.00, Date: 2/2/2017
CustomerName: Skoglund Adrian, AccountId: 1615432606, TransactionId: 0, Amount: 39485.00, Date: 2/6/2017
CustomerName: Skoglund Adrian, AccountId: 1615432606, TransactionId: 0, Amount: -1110.00, Date: 2/6/2017
CustomerName: Skoglund Adrian, AccountId: 1615432606, TransactionId: 0, Amount: -164.00, Date: 2/8/2017
CustomerName: Skoglund Adrian, AccountId: 1615432606, TransactionId: 0, Amount: 49734.00, Date: 4/5/2017
CustomerName: Skoglund Adrian, AccountId: 1615432606, TransactionId: 0, Amount: -1110.00, Date: 4/6/2017
CustomerName: Skoglund Adrian, AccountId: 1615432606, TransactionId: 0, Amount: 39433.00, Date: 4/7/2017
CustomerName: Skoglund Adrian, AccountId: 1615432606, TransactionId: 0, Amount: -27200.00, Date: 4/7/2017
CustomerName: Skoglund Adrian, AccountId: 1615432606, TransactionId: 0, Amount: -164.00, Date: 4/8/2017
CustomerName: Skoglund Adrian, AccountId: 1615432606, TransactionId: 0, Amount: 18951.00, Date: 5/3/2017
CustomerName: Skoglund Adrian, AccountId: 1615432606, TransactionId: 0, Amount: 36054.00, Date: 5/10/2017
CustomerName: Skoglund Adrian, AccountId: 1615432606, TransactionId: 0, Amount: -6817.00, Date: 5/10/2017
CustomerName: Skoglund Adrian, AccountId: 1615432606, TransactionId: 0, Amount: 30931.00, Date: 5/28/2017
CustomerName: Skoglund Adrian, AccountId: 1615432606, TransactionId: 0, Amount: -1110.00, Date: 7/6/2017
CustomerName: Skoglund Adrian, AccountId: 1615432606, TransactionId: 0, Amount: -10200.00, Date: 7/6/2017
CustomerName: Skoglund Adrian, AccountId: 1615432606, TransactionId: 0, Amount: 37842.00, Date: 7/6/2017
CustomerName: Skoglund Adrian, AccountId: 1615432606, TransactionId: 0, Amount: -164.00, Date: 7/8/2017
CustomerName: Skoglund Adrian, AccountId: 1615432606, TransactionId: 0, Amount: 20895.00, Date: 7/26/2017
CustomerName: Skoglund Adrian, AccountId: 1615432606, TransactionId: 0, Amount: 18228.00, Date: 8/9/2017
CustomerName: Skoglund Adrian, AccountId: 1615432606, TransactionId: 0, Amount: 42433.00, Date: 9/17/2017
CustomerName: Skoglund Adrian, AccountId: 1615432606, TransactionId: 0, Amount: 18292.00, Date: 9/27/2017
CustomerName: Skoglund Adrian, AccountId: 1615432606, TransactionId: 0, Amount: 26124.00, Date: 10/11/2017
CustomerName: Skoglund Adrian, AccountId: 1615432606, TransactionId: 0, Amount: 29180.00, Date: 10/29/2017
CustomerName: Skoglund Adrian, AccountId: 1615432606, TransactionId: 0, Amount: 314.20, Date: 10/31/2017
CustomerName: Skoglund Adrian, AccountId: 1615432606, TransactionId: 0, Amount: -14.60, Date: 10/31/2017
CustomerName: Skoglund Adrian, AccountId: 1615432606, TransactionId: 0, Amount: 36216.00, Date: 11/20/2017
CustomerName: Skoglund Adrian, AccountId: 1615432606, TransactionId: 0, Amount: 25817.00, Date: 1/27/2018
CustomerName: Skoglund Adrian, AccountId: 1615432606, TransactionId: 0, Amount: -1800.00, Date: 1/28/2018
CustomerName: Skoglund Adrian, AccountId: 1615432606, TransactionId: 0, Amount: 6293.00, Date: 1/29/2018
CustomerName: Skoglund Adrian, AccountId: 1615432606, TransactionId: 0, Amount: -6000.00, Date: 1/29/2018
CustomerName: Skoglund Adrian, AccountId: 1615432606, TransactionId: 0, Amount: 22281.00, Date: 2/2/2018
CustomerName: Skoglund Adrian, AccountId: 1615432606, TransactionId: 0, Amount: 33007.00, Date: 4/25/2018
CustomerName: Skoglund Adrian, AccountId: 1615432606, TransactionId: 0, Amount: 6373.00, Date: 4/26/2018
CustomerName: Skoglund Adrian, AccountId: 1615432606, TransactionId: 0, Amount: 39037.00, Date: 5/4/2018
CustomerName: Skoglund Adrian, AccountId: 1615432606, TransactionId: 0, Amount: -1110.00, Date: 5/6/2018
CustomerName: Skoglund Adrian, AccountId: 1615432606, TransactionId: 0, Amount: 48185.00, Date: 5/9/2018
CustomerName: Skoglund Adrian, AccountId: 1615432606, TransactionId: 0, Amount: 25444.00, Date: 5/20/2018
CustomerName: Skoglund Adrian, AccountId: 1615432606, TransactionId: 0, Amount: 33290.00, Date: 6/25/2018
CustomerName: Skoglund Adrian, AccountId: 1615432606, TransactionId: 0, Amount: 25185.00, Date: 7/7/2018
CustomerName: Skoglund Adrian, AccountId: 1615432606, TransactionId: 0, Amount: -164.00, Date: 7/8/2018
CustomerName: Skoglund Adrian, AccountId: 1615432606, TransactionId: 0, Amount: 44083.00, Date: 7/14/2018
CustomerName: Skoglund Adrian, AccountId: 1615432606, TransactionId: 0, Amount: 17165.00, Date: 8/9/2018
CustomerName: Skoglund Adrian, AccountId: 1615432606, TransactionId: 0, Amount: 44221.00, Date: 8/27/2018
CustomerName: Skoglund Adrian, AccountId: 1615432606, TransactionId: 0, Amount: 23516.00, Date: 10/29/2018
CustomerName: Skoglund Adrian, AccountId: 1615432606, TransactionId: 0, Amount: 98.10, Date: 10/31/2018
CustomerName: Skoglund Adrian, AccountId: 1615432606, TransactionId: 0, Amount: -14.60, Date: 10/31/2018
CustomerName: Skoglund Adrian, AccountId: 1615432606, TransactionId: 0, Amount: 20900.00, Date: 11/18/2018
CustomerName: Skoglund Adrian, AccountId: 1615432606, TransactionId: 0, Amount: 48853.00, Date: 12/9/2018
CustomerName: Skoglund Adrian, AccountId: 1615432606, TransactionId: 0, Amount: -6817.00, Date: 12/10/2018
CustomerName: Dahlberg Eva, AccountId: 1437290410, TransactionId: 0, Amount: 23589.00, Date: 9/9/2013
CustomerName: Dahlberg Eva, AccountId: 1437290410, TransactionId: 0, Amount: 23589.00, Date: 10/9/2013
CustomerName: Dahlberg Eva, AccountId: 1437290410, TransactionId: 0, Amount: 23589.00, Date: 11/9/2013
CustomerName: Dahlberg Eva, AccountId: 1437290410, TransactionId: 0, Amount: 35384.00, Date: 12/9/2013
CustomerName: Dahlberg Eva, AccountId: 1437290410, TransactionId: 0, Amount: 23589.00, Date: 1/9/2014
CustomerName: Dahlberg Eva, AccountId: 1437290410, TransactionId: 0, Amount: 23589.00, Date: 2/9/2014
CustomerName: Dahlberg Eva, AccountId: 1437290410, TransactionId: 0, Amount: 23589.00, Date: 3/9/2014
CustomerName: Dahlberg Eva, AccountId: 1437290410, TransactionId: 0, Amount: 23589.00, Date: 4/9/2014
CustomerName: Dahlberg Eva, AccountId: 1437290410, TransactionId: 0, Amount: 23589.00, Date: 5/9/2014
CustomerName: Dahlberg Eva, AccountId: 1437290410, TransactionId: 0, Amount: 35384.00, Date: 6/9/2014
CustomerName: Dahlberg Eva, AccountId: 1437290410, TransactionId: 0, Amount: 23589.00, Date: 7/9/2014
CustomerName: Dahlberg Eva, AccountId: 1437290410, TransactionId: 0, Amount: 23589.00, Date: 8/9/2014
CustomerName: Dahlberg Eva, AccountId: 1437290410, TransactionId: 0, Amount: 23589.00, Date: 9/9/2014
CustomerName: Dahlberg Eva, AccountId: 1437290410, TransactionId: 0, Amount: 23589.00, Date: 10/9/2014
CustomerName: Dahlberg Eva, AccountId: 1437290410, TransactionId: 0, Amount: 23589.00, Date: 11/9/2014
CustomerName: Dahlberg Eva, AccountId: 1437290410, TransactionId: 0, Amount: 35384.00, Date: 12/9/2014
CustomerName: Dahlberg Eva, AccountId: 1437290410, TransactionId: 0, Amount: 23589.00, Date: 1/9/2015
CustomerName: Dahlberg Eva, AccountId: 1437290410, TransactionId: 0, Amount: 23589.00, Date: 2/9/2015
CustomerName: Dahlberg Eva, AccountId: 1437290410, TransactionId: 0, Amount: 23589.00, Date: 3/9/2015
CustomerName: Dahlberg Eva, AccountId: 1437290410, TransactionId: 0, Amount: 23589.00, Date: 4/9/2015
