Suspicious Transactions Report - Norway - 5/11/2025 12:12:22 AM
CustomerName: Stormo Hanna, AccountId: 1293535662, TransactionId: 0, Amount: 2.00, Date: 4/17/2025
CustomerName: Stormo Hanna, AccountId: 1293535662, TransactionId: 0, Amount: 100.00, Date: 4/18/2025
CustomerName: Stormo Hanna, AccountId: 1293535662, TransactionId: 0, Amount: 20000.10, Date: 4/20/2025
CustomerName: Stormo Hanna, AccountId: 1293535662, TransactionId: 0, Amount: 55.23, Date: 4/20/2025
CustomerName: Stormo Hanna, AccountId: 1293535662, TransactionId: 0, Amount: 1.42, Date: 4/20/2025
CustomerName: Stormo Hanna, AccountId: 1293535662, TransactionId: 0, Amount: 1421245.00, Date: 4/21/2025
CustomerName: Stormo Hanna, AccountId: 1293535662, TransactionId: 0, Amount: 2.00, Date: 4/21/2025
CustomerName: Stormo Hanna, AccountId: 1293535662, TransactionId: 0, Amount: 2.00, Date: 4/21/2025
CustomerName: Stormo Hanna, AccountId: 1293535662, TransactionId: 0, Amount: 24214.00, Date: 4/21/2025
CustomerName: Stormo Hanna, AccountId: 44158353, TransactionId: 0, Amount: 100000.00, Date: 5/3/2025
CustomerName: Lindgren Nikola, AccountId: 1665969214, TransactionId: 0, Amount: 45691.00, Date: 12/16/2015
CustomerName: Lindgren Nikola, AccountId: 1665969214, TransactionId: 0, Amount: 35759.00, Date: 10/4/2017
CustomerName: Lindgren Nikola, AccountId: 1665969214, TransactionId: 0, Amount: 32930.00, Date: 10/11/2017
CustomerName: Lindgren Nikola, AccountId: 1665969214, TransactionId: 0, Amount: 26526.00, Date: 4/14/2018
CustomerName: Lindgren Nikola, AccountId: 1665969214, TransactionId: 0, Amount: 800.00, Date: 4/16/2018
CustomerName: Erdal Nora, AccountId: 1347235785, TransactionId: 0, Amount: 17686.00, Date: 9/13/2016
CustomerName: Erdal Nora, AccountId: 1347235785, TransactionId: 0, Amount: 17686.00, Date: 10/13/2016
CustomerName: Erdal Nora, AccountId: 1347235785, TransactionId: 0, Amount: 17686.00, Date: 11/13/2016
CustomerName: Erdal Nora, AccountId: 1347235785, TransactionId: 0, Amount: 26529.00, Date: 12/13/2016
CustomerName: Erdal Nora, AccountId: 1347235785, TransactionId: 0, Amount: 17686.00, Date: 1/13/2017
CustomerName: Erdal Nora, AccountId: 1347235785, TransactionId: 0, Amount: 17686.00, Date: 2/13/2017
CustomerName: Erdal Nora, AccountId: 1347235785, TransactionId: 0, Amount: 17686.00, Date: 3/13/2017
CustomerName: Erdal Nora, AccountId: 1347235785, TransactionId: 0, Amount: 17686.00, Date: 4/13/2017
CustomerName: Erdal Nora, AccountId: 1347235785, TransactionId: 0, Amount: 17686.00, Date: 5/13/2017
CustomerName: Erdal Nora, AccountId: 1347235785, TransactionId: 0, Amount: 26529.00, Date: 6/13/2017
CustomerName: Erdal Nora, AccountId: 1347235785, TransactionId: 0, Amount: 17686.00, Date: 7/13/2017
CustomerName: Erdal Nora, AccountId: 1347235785, TransactionId: 0, Amount: 17686.00, Date: 8/13/2017
CustomerName: Erdal Nora, AccountId: 1347235785, TransactionId: 0, Amount: 17686.00, Date: 9/13/2017
CustomerName: Erdal Nora, AccountId: 1347235785, TransactionId: 0, Amount: 17686.00, Date: 10/13/2017
CustomerName: Erdal Nora, AccountId: 1347235785, TransactionId: 0, Amount: 17686.00, Date: 11/13/2017
CustomerName: Erdal Nora, AccountId: 1347235785, TransactionId: 0, Amount: 26529.00, Date: 12/13/2017
CustomerName: Erdal Nora, AccountId: 1347235785, TransactionId: 0, Amount: 17686.00, Date: 1/13/2018
CustomerName: Erdal Nora, AccountId: 1347235785, TransactionId: 0, Amount: 17686.00, Date: 2/13/2018
CustomerName: Erdal Nora, AccountId: 1347235785, TransactionId: 0, Amount: 17686.00, Date: 3/13/2018
CustomerName: Erdal Nora, AccountId: 1347235785, TransactionId: 0, Amount: 17686.00, Date: 4/13/2018
CustomerName: Erdal Nora, AccountId: 1347235785, TransactionId: 0, Amount: 17686.00, Date: 5/13/2018
CustomerName: Erdal Nora, AccountId: 1347235785, TransactionId: 0, Amount: 26529.00, Date: 6/13/2018
CustomerName: Erdal Nora, AccountId: 1347235785, TransactionId: 0, Amount: 17686.00, Date: 7/13/2018
CustomerName: Erdal Nora, AccountId: 1347235785, TransactionId: 0, Amount: 17686.00, Date: 8/13/2018
CustomerName: Erdal Nora, AccountId: 1347235785, TransactionId: 0, Amount: 17686.00, Date: 9/13/2018
CustomerName: Erdal Nora, AccountId: 1347235785, TransactionId: 0, Amount: 17686.00, Date: 10/13/2018
CustomerName: Erdal Nora, AccountId: 1347235785, TransactionId: 0, Amount: 17686.00, Date: 11/13/2018
CustomerName: Erdal Nora, AccountId: 1347235785, TransactionId: 0, Amount: 26529.00, Date: 12/13/2018
CustomerName: Bang Kristine, AccountId: 1649147926, TransactionId: 0, Amount: 44068.00, Date: 8/18/2017
CustomerName: Bang Kristine, AccountId: 1649147926, TransactionId: 0, Amount: 42988.00, Date: 11/20/2017
CustomerName: Bang Kristine, AccountId: 1649147926, TransactionId: 0, Amount: 27788.00, Date: 5/21/2018
CustomerName: Bang Kristine, AccountId: 1649147926, TransactionId: 0, Amount: 49483.00, Date: 11/3/2018
CustomerName: Bang Kristine, AccountId: 1649147926, TransactionId: 0, Amount: -5098.00, Date: 11/3/2018
CustomerName: Bang Kristine, AccountId: 1649147926, TransactionId: 0, Amount: 45974.00, Date: 12/12/2018
CustomerName: Saariaho Arvid, AccountId: 2003876098, TransactionId: 0, Amount: 15043.00, Date: 5/10/2014
CustomerName: Saariaho Arvid, AccountId: 2003876098, TransactionId: 0, Amount: 42260.00, Date: 5/16/2014
CustomerName: Saariaho Arvid, AccountId: 2003876098, TransactionId: 0, Amount: 49537.00, Date: 6/7/2014
CustomerName: Saariaho Arvid, AccountId: 2003876098, TransactionId: 0, Amount: 43883.00, Date: 7/23/2014
CustomerName: Saariaho Arvid, AccountId: 2003876098, TransactionId: 0, Amount: 15456.00, Date: 7/26/2014
CustomerName: Saariaho Arvid, AccountId: 2003876098, TransactionId: 0, Amount: -33000.00, Date: 7/26/2014
CustomerName: Saariaho Arvid, AccountId: 2003876098, TransactionId: 0, Amount: 31173.00, Date: 8/9/2014
CustomerName: Saariaho Arvid, AccountId: 2003876098, TransactionId: 0, Amount: 12720.00, Date: 8/10/2014
CustomerName: Saariaho Arvid, AccountId: 2003876098, TransactionId: 0, Amount: -10202.00, Date: 8/12/2014
CustomerName: Saariaho Arvid, AccountId: 2003876098, TransactionId: 0, Amount: 41079.00, Date: 8/23/2014
CustomerName: Saariaho Arvid, AccountId: 2003876098, TransactionId: 0, Amount: 17624.00, Date: 8/25/2014
CustomerName: Saariaho Arvid, AccountId: 2003876098, TransactionId: 0, Amount: 33581.00, Date: 8/30/2014
CustomerName: Saariaho Arvid, AccountId: 2003876098, TransactionId: 0, Amount: 340.40, Date: 8/31/2014
CustomerName: Saariaho Arvid, AccountId: 2003876098, TransactionId: 0, Amount: -14.60, Date: 8/31/2014
CustomerName: Saariaho Arvid, AccountId: 2003876098, TransactionId: 0, Amount: 29607.00, Date: 9/2/2014
CustomerName: Saariaho Arvid, AccountId: 2003876098, TransactionId: 0, Amount: 31459.00, Date: 10/2/2014
CustomerName: Saariaho Arvid, AccountId: 2003876098, TransactionId: 0, Amount: 7882.00, Date: 10/5/2014
CustomerName: Saariaho Arvid, AccountId: 2003876098, TransactionId: 0, Amount: 35663.00, Date: 12/8/2014
CustomerName: Saariaho Arvid, AccountId: 2003876098, TransactionId: 0, Amount: 44540.00, Date: 12/15/2014
CustomerName: Saariaho Arvid, AccountId: 2003876098, TransactionId: 0, Amount: -20805.00, Date: 12/18/2014
CustomerName: Saariaho Arvid, AccountId: 2003876098, TransactionId: 0, Amount: 6113.00, Date: 1/5/2015
CustomerName: Saariaho Arvid, AccountId: 2003876098, TransactionId: 0, Amount: 30311.00, Date: 1/5/2015
CustomerName: Saariaho Arvid, AccountId: 2003876098, TransactionId: 0, Amount: 28892.00, Date: 1/8/2015
CustomerName: Saariaho Arvid, AccountId: 2003876098, TransactionId: 0, Amount: 28587.00, Date: 1/10/2015
CustomerName: Saariaho Arvid, AccountId: 2003876098, TransactionId: 0, Amount: -17600.00, Date: 1/12/2015
CustomerName: Saariaho Arvid, AccountId: 2003876098, TransactionId: 0, Amount: -10202.00, Date: 1/12/2015
CustomerName: Saariaho Arvid, AccountId: 2003876098, TransactionId: 0, Amount: 47153.00, Date: 1/12/2015
CustomerName: Saariaho Arvid, AccountId: 2003876098, TransactionId: 0, Amount: 37814.00, Date: 1/14/2015
CustomerName: Saariaho Arvid, AccountId: 2003876098, TransactionId: 0, Amount: -23800.00, Date: 1/14/2015
CustomerName: Saariaho Arvid, AccountId: 2003876098, TransactionId: 0, Amount: 25995.00, Date: 1/22/2015
CustomerName: Saariaho Arvid, AccountId: 2003876098, TransactionId: 0, Amount: 8196.00, Date: 3/3/2015
CustomerName: Saariaho Arvid, AccountId: 2003876098, TransactionId: 0, Amount: 48559.00, Date: 3/3/2015
CustomerName: Saariaho Arvid, AccountId: 2003876098, TransactionId: 0, Amount: 38690.00, Date: 4/5/2015
CustomerName: Saariaho Arvid, AccountId: 2003876098, TransactionId: 0, Amount: -3300.00, Date: 4/6/2015
CustomerName: Saariaho Arvid, AccountId: 2003876098, TransactionId: 0, Amount: 49190.00, Date: 4/14/2015
CustomerName: Saariaho Arvid, AccountId: 2003876098, TransactionId: 0, Amount: -29900.00, Date: 4/17/2015
CustomerName: Saariaho Arvid, AccountId: 2003876098, TransactionId: 0, Amount: 33456.00, Date: 4/17/2015
CustomerName: Saariaho Arvid, AccountId: 2003876098, TransactionId: 0, Amount: 48163.00, Date: 5/10/2015
CustomerName: Saariaho Arvid, AccountId: 2003876098, TransactionId: 0, Amount: -10202.00, Date: 5/12/2015
CustomerName: Saariaho Arvid, AccountId: 2003876098, TransactionId: 0, Amount: -34200.00, Date: 5/13/2015
CustomerName: Saariaho Arvid, AccountId: 2003876098, TransactionId: 0, Amount: 49080.00, Date: 5/13/2015
CustomerName: Saariaho Arvid, AccountId: 2003876098, TransactionId: 0, Amount: 16728.00, Date: 5/28/2015
CustomerName: Saariaho Arvid, AccountId: 2003876098, TransactionId: 0, Amount: -18200.00, Date: 6/7/2015
CustomerName: Saariaho Arvid, AccountId: 2003876098, TransactionId: 0, Amount: 46849.00, Date: 6/7/2015
CustomerName: Saariaho Arvid, AccountId: 2003876098, TransactionId: 0, Amount: 35257.00, Date: 6/18/2015
CustomerName: Saariaho Arvid, AccountId: 2003876098, TransactionId: 0, Amount: 30761.00, Date: 7/20/2015
CustomerName: Saariaho Arvid, AccountId: 2003876098, TransactionId: 0, Amount: 15294.00, Date: 7/21/2015
CustomerName: Saariaho Arvid, AccountId: 2003876098, TransactionId: 0, Amount: 29316.00, Date: 9/28/2015
CustomerName: Saariaho Arvid, AccountId: 2003876098, TransactionId: 0, Amount: 174.70, Date: 9/30/2015
CustomerName: Saariaho Arvid, AccountId: 2003876098, TransactionId: 0, Amount: -14.60, Date: 9/30/2015
CustomerName: Saariaho Arvid, AccountId: 2003876098, TransactionId: 0, Amount: 27452.00, Date: 10/29/2015
CustomerName: Saariaho Arvid, AccountId: 2003876098, TransactionId: 0, Amount: 235.10, Date: 10/31/2015
CustomerName: Saariaho Arvid, AccountId: 2003876098, TransactionId: 0, Amount: -14.60, Date: 10/31/2015
CustomerName: Saariaho Arvid, AccountId: 2003876098, TransactionId: 0, Amount: 22009.00, Date: 11/29/2015
CustomerName: Saariaho Arvid, AccountId: 2003876098, TransactionId: 0, Amount: 30276.00, Date: 12/6/2015
CustomerName: Saariaho Arvid, AccountId: 2003876098, TransactionId: 0, Amount: 35110.00, Date: 12/21/2015
CustomerName: Saariaho Arvid, AccountId: 2003876098, TransactionId: 0, Amount: -8100.00, Date: 12/22/2015
CustomerName: Saariaho Arvid, AccountId: 2003876098, TransactionId: 0, Amount: -42500.00, Date: 12/23/2015
CustomerName: Saariaho Arvid, AccountId: 2003876098, TransactionId: 0, Amount: 40288.00, Date: 12/23/2015
CustomerName: Saariaho Arvid, AccountId: 2003876098, TransactionId: 0, Amount: 26065.00, Date: 1/23/2016
CustomerName: Saariaho Arvid, AccountId: 2003876098, TransactionId: 0, Amount: 273.70, Date: 1/31/2016
CustomerName: Saariaho Arvid, AccountId: 2003876098, TransactionId: 0, Amount: 35521.00, Date: 1/31/2016
CustomerName: Saariaho Arvid, AccountId: 2003876098, TransactionId: 0, Amount: -14.60, Date: 1/31/2016
CustomerName: Saariaho Arvid, AccountId: 2003876098, TransactionId: 0, Amount: 12252.00, Date: 2/3/2016
CustomerName: Saariaho Arvid, AccountId: 2003876098, TransactionId: 0, Amount: 21200.00, Date: 2/23/2016
CustomerName: Saariaho Arvid, AccountId: 2003876098, TransactionId: 0, Amount: 21140.00, Date: 2/25/2016
CustomerName: Saariaho Arvid, AccountId: 2003876098, TransactionId: 0, Amount: -17477.00, Date: 2/26/2016
CustomerName: Saariaho Arvid, AccountId: 2003876098, TransactionId: 0, Amount: 15868.00, Date: 3/3/2016
CustomerName: Saariaho Arvid, AccountId: 2003876098, TransactionId: 0, Amount: 31761.00, Date: 3/21/2016
CustomerName: Saariaho Arvid, AccountId: 2003876098, TransactionId: 0, Amount: 44981.00, Date: 4/18/2016
CustomerName: Saariaho Arvid, AccountId: 2003876098, TransactionId: 0, Amount: 16538.00, Date: 5/7/2016
CustomerName: Saariaho Arvid, AccountId: 2003876098, TransactionId: 0, Amount: 20292.00, Date: 5/19/2016
CustomerName: Saariaho Arvid, AccountId: 2003876098, TransactionId: 0, Amount: 38273.00, Date: 5/24/2016
CustomerName: Saariaho Arvid, AccountId: 2003876098, TransactionId: 0, Amount: 27770.00, Date: 7/4/2016
CustomerName: Saariaho Arvid, AccountId: 2003876098, TransactionId: 0, Amount: 41372.00, Date: 7/22/2016
CustomerName: Saariaho Arvid, AccountId: 2003876098, TransactionId: 0, Amount: 26888.00, Date: 9/12/2016
CustomerName: Saariaho Arvid, AccountId: 2003876098, TransactionId: 0, Amount: 39228.00, Date: 10/11/2016
CustomerName: Saariaho Arvid, AccountId: 2003876098, TransactionId: 0, Amount: -10202.00, Date: 10/12/2016
CustomerName: Saariaho Arvid, AccountId: 2003876098, TransactionId: 0, Amount: 20786.00, Date: 10/14/2016
CustomerName: Saariaho Arvid, AccountId: 2003876098, TransactionId: 0, Amount: 35548.00, Date: 10/26/2016
CustomerName: Saariaho Arvid, AccountId: 2003876098, TransactionId: 0, Amount: 25473.00, Date: 11/7/2016
CustomerName: Saariaho Arvid, AccountId: 2003876098, TransactionId: 0, Amount: 21545.00, Date: 11/14/2016
CustomerName: Saariaho Arvid, AccountId: 2003876098, TransactionId: 0, Amount: 21589.00, Date: 11/19/2016
CustomerName: Saariaho Arvid, AccountId: 2003876098, TransactionId: 0, Amount: 28088.00, Date: 1/15/2017
CustomerName: Saariaho Arvid, AccountId: 2003876098, TransactionId: 0, Amount: 16903.00, Date: 2/22/2017
CustomerName: Saariaho Arvid, AccountId: 2003876098, TransactionId: 0, Amount: 14313.00, Date: 2/24/2017
CustomerName: Saariaho Arvid, AccountId: 2003876098, TransactionId: 0, Amount: 43335.00, Date: 2/24/2017
CustomerName: Saariaho Arvid, AccountId: 2003876098, TransactionId: 0, Amount: 39840.00, Date: 3/4/2017
CustomerName: Saariaho Arvid, AccountId: 2003876098, TransactionId: 0, Amount: 30389.00, Date: 4/26/2017
CustomerName: Saariaho Arvid, AccountId: 2003876098, TransactionId: 0, Amount: 35611.00, Date: 5/18/2017
CustomerName: Saariaho Arvid, AccountId: 2003876098, TransactionId: 0, Amount: 31747.00, Date: 5/27/2017
CustomerName: Saariaho Arvid, AccountId: 2003876098, TransactionId: 0, Amount: 47476.00, Date: 5/31/2017
CustomerName: Saariaho Arvid, AccountId: 2003876098, TransactionId: 0, Amount: 46467.00, Date: 6/24/2017
CustomerName: Saariaho Arvid, AccountId: 2003876098, TransactionId: 0, Amount: 24610.00, Date: 7/2/2017
CustomerName: Saariaho Arvid, AccountId: 2003876098, TransactionId: 0, Amount: 26437.00, Date: 7/2/2017
CustomerName: Saariaho Arvid, AccountId: 2003876098, TransactionId: 0, Amount: 21433.00, Date: 7/12/2017
CustomerName: Saariaho Arvid, AccountId: 2003876098, TransactionId: 0, Amount: 93.50, Date: 8/31/2017
CustomerName: Saariaho Arvid, AccountId: 2003876098, TransactionId: 0, Amount: 46990.00, Date: 8/31/2017
CustomerName: Saariaho Arvid, AccountId: 2003876098, TransactionId: 0, Amount: -14.60, Date: 8/31/2017
CustomerName: Saariaho Arvid, AccountId: 2003876098, TransactionId: 0, Amount: 19742.00, Date: 10/2/2017
CustomerName: Saariaho Arvid, AccountId: 2003876098, TransactionId: 0, Amount: 42540.00, Date: 10/7/2017
CustomerName: Saariaho Arvid, AccountId: 2003876098, TransactionId: 0, Amount: 23394.00, Date: 10/25/2017
CustomerName: Saariaho Arvid, AccountId: 2003876098, TransactionId: 0, Amount: 47148.00, Date: 12/2/2017
CustomerName: Saariaho Arvid, AccountId: 2003876098, TransactionId: 0, Amount: -8050.00, Date: 2/19/2018
CustomerName: Saariaho Arvid, AccountId: 2003876098, TransactionId: 0, Amount: 35917.00, Date: 2/19/2018
CustomerName: Saariaho Arvid, AccountId: 2003876098, TransactionId: 0, Amount: 110.30, Date: 2/28/2018
CustomerName: Saariaho Arvid, AccountId: 2003876098, TransactionId: 0, Amount: -14.60, Date: 2/28/2018
CustomerName: Saariaho Arvid, AccountId: 2003876098, TransactionId: 0, Amount: 31907.00, Date: 2/28/2018
CustomerName: Saariaho Arvid, AccountId: 2003876098, TransactionId: 0, Amount: -35500.00, Date: 2/28/2018
CustomerName: Saariaho Arvid, AccountId: 2003876098, TransactionId: 0, Amount: 46461.00, Date: 2/28/2018
CustomerName: Saariaho Arvid, AccountId: 2003876098, TransactionId: 0, Amount: 28479.00, Date: 3/24/2018
CustomerName: Saariaho Arvid, AccountId: 2003876098, TransactionId: 0, Amount: 46087.00, Date: 4/10/2018
CustomerName: Saariaho Arvid, AccountId: 2003876098, TransactionId: 0, Amount: -10202.00, Date: 4/12/2018
CustomerName: Saariaho Arvid, AccountId: 2003876098, TransactionId: 0, Amount: 49940.00, Date: 4/13/2018
CustomerName: Saariaho Arvid, AccountId: 2003876098, TransactionId: 0, Amount: 24706.00, Date: 4/15/2018
CustomerName: Saariaho Arvid, AccountId: 2003876098, TransactionId: 0, Amount: 19927.00, Date: 6/4/2018
CustomerName: Saariaho Arvid, AccountId: 2003876098, TransactionId: 0, Amount: 24258.00, Date: 9/2/2018
CustomerName: Saariaho Arvid, AccountId: 2003876098, TransactionId: 0, Amount: 25450.00, Date: 9/6/2018
CustomerName: Paija Salla, AccountId: 1735110455, TransactionId: 0, Amount: 16548.00, Date: 9/11/2015
CustomerName: Paija Salla, AccountId: 1735110455, TransactionId: 0, Amount: 16548.00, Date: 10/11/2015
CustomerName: Paija Salla, AccountId: 1735110455, TransactionId: 0, Amount: 16548.00, Date: 11/11/2015
CustomerName: Paija Salla, AccountId: 1735110455, TransactionId: 0, Amount: 24822.00, Date: 12/11/2015
CustomerName: Paija Salla, AccountId: 1735110455, TransactionId: 0, Amount: 16548.00, Date: 1/11/2016
CustomerName: Paija Salla, AccountId: 1735110455, TransactionId: 0, Amount: 16548.00, Date: 2/11/2016
CustomerName: Paija Salla, AccountId: 1735110455, TransactionId: 0, Amount: 16548.00, Date: 3/11/2016
CustomerName: Paija Salla, AccountId: 1735110455, TransactionId: 0, Amount: 16548.00, Date: 4/11/2016
CustomerName: Paija Salla, AccountId: 1735110455, TransactionId: 0, Amount: 16548.00, Date: 5/11/2016
CustomerName: Paija Salla, AccountId: 1735110455, TransactionId: 0, Amount: 24822.00, Date: 6/11/2016
CustomerName: Paija Salla, AccountId: 1735110455, TransactionId: 0, Amount: 16548.00, Date: 7/11/2016
CustomerName: Paija Salla, AccountId: 1735110455, TransactionId: 0, Amount: 16548.00, Date: 8/11/2016
CustomerName: Paija Salla, AccountId: 1735110455, TransactionId: 0, Amount: 16548.00, Date: 9/11/2016
CustomerName: Paija Salla, AccountId: 1735110455, TransactionId: 0, Amount: 16548.00, Date: 10/11/2016
CustomerName: Paija Salla, AccountId: 1735110455, TransactionId: 0, Amount: 16548.00, Date: 11/11/2016
CustomerName: Paija Salla, AccountId: 1735110455, TransactionId: 0, Amount: 24822.00, Date: 12/11/2016
CustomerName: Paija Salla, AccountId: 1735110455, TransactionId: 0, Amount: 16548.00, Date: 1/11/2017
CustomerName: Paija Salla, AccountId: 1735110455, TransactionId: 0, Amount: 16548.00, Date: 2/11/2017
CustomerName: Paija Salla, AccountId: 1735110455, TransactionId: 0, Amount: 16548.00, Date: 3/11/2017
CustomerName: Paija Salla, AccountId: 1735110455, TransactionId: 0, Amount: 16548.00, Date: 4/11/2017
CustomerName: Paija Salla, AccountId: 1735110455, TransactionId: 0, Amount: 16548.00, Date: 5/11/2017
CustomerName: Paija Salla, AccountId: 1735110455, TransactionId: 0, Amount: 24822.00, Date: 6/11/2017
CustomerName: Paija Salla, AccountId: 1735110455, TransactionId: 0, Amount: 16548.00, Date: 7/11/2017
CustomerName: Paija Salla, AccountId: 1735110455, TransactionId: 0, Amount: 16548.00, Date: 8/11/2017
CustomerName: Paija Salla, AccountId: 1735110455, TransactionId: 0, Amount: 16548.00, Date: 9/11/2017
CustomerName: Paija Salla, AccountId: 1735110455, TransactionId: 0, Amount: 16548.00, Date: 10/11/2017
CustomerName: Paija Salla, AccountId: 1735110455, TransactionId: 0, Amount: 16548.00, Date: 11/11/2017
CustomerName: Paija Salla, AccountId: 1735110455, TransactionId: 0, Amount: 24822.00, Date: 12/11/2017
CustomerName: Paija Salla, AccountId: 1735110455, TransactionId: 0, Amount: 16548.00, Date: 1/11/2018
CustomerName: Paija Salla, AccountId: 1735110455, TransactionId: 0, Amount: 16548.00, Date: 2/11/2018
CustomerName: Paija Salla, AccountId: 1735110455, TransactionId: 0, Amount: 16548.00, Date: 3/11/2018
CustomerName: Paija Salla, AccountId: 1735110455, TransactionId: 0, Amount: 16548.00, Date: 4/11/2018
CustomerName: Paija Salla, AccountId: 1735110455, TransactionId: 0, Amount: 16548.00, Date: 5/11/2018
CustomerName: Paija Salla, AccountId: 1735110455, TransactionId: 0, Amount: 24822.00, Date: 6/11/2018
CustomerName: Paija Salla, AccountId: 1735110455, TransactionId: 0, Amount: 16548.00, Date: 7/11/2018
CustomerName: Paija Salla, AccountId: 1735110455, TransactionId: 0, Amount: 16548.00, Date: 8/11/2018
CustomerName: Paija Salla, AccountId: 1735110455, TransactionId: 0, Amount: 16548.00, Date: 9/11/2018
CustomerName: Paija Salla, AccountId: 1735110455, TransactionId: 0, Amount: 16548.00, Date: 10/11/2018
CustomerName: Paija Salla, AccountId: 1735110455, TransactionId: 0, Amount: 16548.00, Date: 11/11/2018
CustomerName: Paija Salla, AccountId: 1735110455, TransactionId: 0, Amount: 24822.00, Date: 12/11/2018
CustomerName: Kristensen Frederik, AccountId: 1107414992, TransactionId: 0, Amount: 31845.00, Date: 10/11/2013
CustomerName: Kristensen Frederik, AccountId: 1107414992, TransactionId: 0, Amount: 31845.00, Date: 11/11/2013
CustomerName: Kristensen Frederik, AccountId: 1107414992, TransactionId: 0, Amount: 47768.00, Date: 12/11/2013
CustomerName: Kristensen Frederik, AccountId: 1107414992, TransactionId: 0, Amount: 31845.00, Date: 1/11/2014
CustomerName: Kristensen Frederik, AccountId: 1107414992, TransactionId: 0, Amount: -6070.00, Date: 2/11/2014
CustomerName: Kristensen Frederik, AccountId: 1107414992, TransactionId: 0, Amount: 31845.00, Date: 2/11/2014
CustomerName: Kristensen Frederik, AccountId: 1107414992, TransactionId: 0, Amount: 31845.00, Date: 3/11/2014
CustomerName: Kristensen Frederik, AccountId: 1107414992, TransactionId: 0, Amount: 31845.00, Date: 4/11/2014
CustomerName: Kristensen Frederik, AccountId: 1107414992, TransactionId: 0, Amount: -6070.00, Date: 4/11/2014
CustomerName: Kristensen Frederik, AccountId: 1107414992, TransactionId: 0, Amount: 31845.00, Date: 5/11/2014
CustomerName: Kristensen Frederik, AccountId: 1107414992, TransactionId: 0, Amount: -6070.00, Date: 6/11/2014
CustomerName: Kristensen Frederik, AccountId: 1107414992, TransactionId: 0, Amount: 47768.00, Date: 6/11/2014
CustomerName: Kristensen Frederik, AccountId: 1107414992, TransactionId: 0, Amount: -18500.00, Date: 6/14/2014
CustomerName: Kristensen Frederik, AccountId: 1107414992, TransactionId: 0, Amount: 31845.00, Date: 7/11/2014
CustomerName: Kristensen Frederik, AccountId: 1107414992, TransactionId: 0, Amount: -6070.00, Date: 7/11/2014
CustomerName: Kristensen Frederik, AccountId: 1107414992, TransactionId: 0, Amount: -6070.00, Date: 8/11/2014
CustomerName: Kristensen Frederik, AccountId: 1107414992, TransactionId: 0, Amount: 31845.00, Date: 8/11/2014
CustomerName: Kristensen Frederik, AccountId: 1107414992, TransactionId: 0, Amount: -6070.00, Date: 9/11/2014
