Suspicious Transactions Report - Sweden - 5/11/2025 12:10:37 AM
CustomerName: Jansson Pelle, AccountId: 1856406595, TransactionId: 0, Amount: 33975.00, Date: 12/7/2016
CustomerName: Søndergaard Mohamed, AccountId: 1595997714, TransactionId: 0, Amount: 20475.00, Date: 10/7/2015
CustomerName: Søndergaard Mohamed, AccountId: 1595997714, TransactionId: 0, Amount: 20475.00, Date: 11/7/2015
CustomerName: Søndergaard Mohamed, AccountId: 1595997714, TransactionId: 0, Amount: 30712.00, Date: 12/7/2015
CustomerName: Søndergaard Mohamed, AccountId: 1595997714, TransactionId: 0, Amount: 20475.00, Date: 1/7/2016
CustomerName: Søndergaard Mohamed, AccountId: 1595997714, TransactionId: 0, Amount: 20475.00, Date: 2/7/2016
CustomerName: Søndergaard Mohamed, AccountId: 1595997714, TransactionId: 0, Amount: 20475.00, Date: 3/7/2016
CustomerName: Søndergaard Mohamed, AccountId: 1595997714, TransactionId: 0, Amount: 20475.00, Date: 4/7/2016
CustomerName: Søndergaard Mohamed, AccountId: 1595997714, TransactionId: 0, Amount: 20475.00, Date: 5/7/2016
CustomerName: Søndergaard Mohamed, AccountId: 1595997714, TransactionId: 0, Amount: 30712.00, Date: 6/7/2016
CustomerName: Søndergaard Mohamed, AccountId: 1595997714, TransactionId: 0, Amount: 20475.00, Date: 7/7/2016
CustomerName: Søndergaard Mohamed, AccountId: 1595997714, TransactionId: 0, Amount: 20475.00, Date: 8/7/2016
CustomerName: Søndergaard Mohamed, AccountId: 1595997714, TransactionId: 0, Amount: 20475.00, Date: 9/7/2016
CustomerName: Søndergaard Mohamed, AccountId: 1595997714, TransactionId: 0, Amount: 20475.00, Date: 10/7/2016
CustomerName: Søndergaard Mohamed, AccountId: 1595997714, TransactionId: 0, Amount: 20475.00, Date: 11/7/2016
CustomerName: Søndergaard Mohamed, AccountId: 1595997714, TransactionId: 0, Amount: 30712.00, Date: 12/7/2016
CustomerName: Søndergaard Mohamed, AccountId: 1595997714, TransactionId: 0, Amount: 20475.00, Date: 1/7/2017
CustomerName: Søndergaard Mohamed, AccountId: 1595997714, TransactionId: 0, Amount: 20475.00, Date: 2/7/2017
CustomerName: Søndergaard Mohamed, AccountId: 1595997714, TransactionId: 0, Amount: 20475.00, Date: 3/7/2017
CustomerName: Søndergaard Mohamed, AccountId: 1595997714, TransactionId: 0, Amount: 20475.00, Date: 4/7/2017
CustomerName: Søndergaard Mohamed, AccountId: 1595997714, TransactionId: 0, Amount: 20475.00, Date: 5/7/2017
CustomerName: Søndergaard Mohamed, AccountId: 1595997714, TransactionId: 0, Amount: 30712.00, Date: 6/7/2017
CustomerName: Søndergaard Mohamed, AccountId: 1595997714, TransactionId: 0, Amount: 20475.00, Date: 7/7/2017
CustomerName: Søndergaard Mohamed, AccountId: 1595997714, TransactionId: 0, Amount: 20475.00, Date: 8/7/2017
CustomerName: Søndergaard Mohamed, AccountId: 1595997714, TransactionId: 0, Amount: 20475.00, Date: 9/7/2017
CustomerName: Søndergaard Mohamed, AccountId: 1595997714, TransactionId: 0, Amount: 20475.00, Date: 10/7/2017
CustomerName: Søndergaard Mohamed, AccountId: 1595997714, TransactionId: 0, Amount: 20475.00, Date: 11/7/2017
CustomerName: Søndergaard Mohamed, AccountId: 1595997714, TransactionId: 0, Amount: 30712.00, Date: 12/7/2017
CustomerName: Søndergaard Mohamed, AccountId: 1595997714, TransactionId: 0, Amount: 20475.00, Date: 1/7/2018
CustomerName: Søndergaard Mohamed, AccountId: 1595997714, TransactionId: 0, Amount: 20475.00, Date: 2/7/2018
CustomerName: Søndergaard Mohamed, AccountId: 1595997714, TransactionId: 0, Amount: 20475.00, Date: 3/7/2018
CustomerName: Søndergaard Mohamed, AccountId: 1595997714, TransactionId: 0, Amount: 20475.00, Date: 4/7/2018
CustomerName: Søndergaard Mohamed, AccountId: 1595997714, TransactionId: 0, Amount: 20475.00, Date: 5/7/2018
CustomerName: Søndergaard Mohamed, AccountId: 1595997714, TransactionId: 0, Amount: 30712.00, Date: 6/7/2018
CustomerName: Søndergaard Mohamed, AccountId: 1595997714, TransactionId: 0, Amount: 20475.00, Date: 7/7/2018
CustomerName: Søndergaard Mohamed, AccountId: 1595997714, TransactionId: 0, Amount: 20475.00, Date: 8/7/2018
CustomerName: Søndergaard Mohamed, AccountId: 1595997714, TransactionId: 0, Amount: 20475.00, Date: 9/7/2018
CustomerName: Søndergaard Mohamed, AccountId: 1595997714, TransactionId: 0, Amount: 20475.00, Date: 10/7/2018
CustomerName: Søndergaard Mohamed, AccountId: 1595997714, TransactionId: 0, Amount: 20475.00, Date: 11/7/2018
CustomerName: Søndergaard Mohamed, AccountId: 1595997714, TransactionId: 0, Amount: 30712.00, Date: 12/7/2018
CustomerName: Viinikka Aliisa, AccountId: 1144228139, TransactionId: 0, Amount: 22137.00, Date: 12/10/2016
CustomerName: Viinikka Aliisa, AccountId: 1144228139, TransactionId: 0, Amount: 22137.00, Date: 6/10/2017
CustomerName: Viinikka Aliisa, AccountId: 1144228139, TransactionId: 0, Amount: 22137.00, Date: 12/10/2017
CustomerName: Viinikka Aliisa, AccountId: 1144228139, TransactionId: 0, Amount: 22137.00, Date: 6/10/2018
CustomerName: Viinikka Aliisa, AccountId: 1144228139, TransactionId: 0, Amount: 22137.00, Date: 12/10/2018
CustomerName: Öberg Milton, AccountId: 1491333579, TransactionId: 0, Amount: 17065.00, Date: 10/6/2013
CustomerName: Öberg Milton, AccountId: 1491333579, TransactionId: 0, Amount: 17065.00, Date: 11/6/2013
CustomerName: Öberg Milton, AccountId: 1491333579, TransactionId: 0, Amount: 25598.00, Date: 12/6/2013
CustomerName: Öberg Milton, AccountId: 1491333579, TransactionId: 0, Amount: 17065.00, Date: 1/6/2014
CustomerName: Öberg Milton, AccountId: 1491333579, TransactionId: 0, Amount: 17065.00, Date: 2/6/2014
CustomerName: Öberg Milton, AccountId: 1491333579, TransactionId: 0, Amount: 17065.00, Date: 3/6/2014
CustomerName: Öberg Milton, AccountId: 1491333579, TransactionId: 0, Amount: 17065.00, Date: 4/6/2014
CustomerName: Öberg Milton, AccountId: 1491333579, TransactionId: 0, Amount: 17065.00, Date: 5/6/2014
CustomerName: Öberg Milton, AccountId: 1491333579, TransactionId: 0, Amount: 25598.00, Date: 6/6/2014
CustomerName: Öberg Milton, AccountId: 1491333579, TransactionId: 0, Amount: 17065.00, Date: 7/6/2014
CustomerName: Öberg Milton, AccountId: 1491333579, TransactionId: 0, Amount: 17065.00, Date: 8/6/2014
CustomerName: Öberg Milton, AccountId: 1491333579, TransactionId: 0, Amount: 17065.00, Date: 9/6/2014
CustomerName: Öberg Milton, AccountId: 1491333579, TransactionId: 0, Amount: 17065.00, Date: 10/6/2014
CustomerName: Öberg Milton, AccountId: 1491333579, TransactionId: 0, Amount: 17065.00, Date: 11/6/2014
CustomerName: Öberg Milton, AccountId: 1491333579, TransactionId: 0, Amount: 25598.00, Date: 12/6/2014
CustomerName: Öberg Milton, AccountId: 1491333579, TransactionId: 0, Amount: 17065.00, Date: 1/6/2015
CustomerName: Öberg Milton, AccountId: 1491333579, TransactionId: 0, Amount: 17065.00, Date: 2/6/2015
CustomerName: Öberg Milton, AccountId: 1491333579, TransactionId: 0, Amount: 17065.00, Date: 3/6/2015
CustomerName: Öberg Milton, AccountId: 1491333579, TransactionId: 0, Amount: 17065.00, Date: 4/6/2015
CustomerName: Öberg Milton, AccountId: 1491333579, TransactionId: 0, Amount: 17065.00, Date: 5/6/2015
CustomerName: Öberg Milton, AccountId: 1491333579, TransactionId: 0, Amount: 25598.00, Date: 6/6/2015
CustomerName: Öberg Milton, AccountId: 1491333579, TransactionId: 0, Amount: 17065.00, Date: 7/6/2015
CustomerName: Öberg Milton, AccountId: 1491333579, TransactionId: 0, Amount: 17065.00, Date: 8/6/2015
CustomerName: Öberg Milton, AccountId: 1491333579, TransactionId: 0, Amount: 17065.00, Date: 9/6/2015
CustomerName: Öberg Milton, AccountId: 1491333579, TransactionId: 0, Amount: 17065.00, Date: 10/6/2015
CustomerName: Öberg Milton, AccountId: 1491333579, TransactionId: 0, Amount: 17065.00, Date: 11/6/2015
CustomerName: Öberg Milton, AccountId: 1491333579, TransactionId: 0, Amount: 25598.00, Date: 12/6/2015
CustomerName: Öberg Milton, AccountId: 1491333579, TransactionId: 0, Amount: 17065.00, Date: 1/6/2016
CustomerName: Öberg Milton, AccountId: 1491333579, TransactionId: 0, Amount: 17065.00, Date: 2/6/2016
CustomerName: Öberg Milton, AccountId: 1491333579, TransactionId: 0, Amount: 17065.00, Date: 3/6/2016
CustomerName: Öberg Milton, AccountId: 1491333579, TransactionId: 0, Amount: 17065.00, Date: 4/6/2016
CustomerName: Öberg Milton, AccountId: 1491333579, TransactionId: 0, Amount: 17065.00, Date: 5/6/2016
CustomerName: Öberg Milton, AccountId: 1491333579, TransactionId: 0, Amount: 25598.00, Date: 6/6/2016
CustomerName: Öberg Milton, AccountId: 1491333579, TransactionId: 0, Amount: 17065.00, Date: 7/6/2016
CustomerName: Öberg Milton, AccountId: 1491333579, TransactionId: 0, Amount: 17065.00, Date: 8/6/2016
CustomerName: Öberg Milton, AccountId: 1491333579, TransactionId: 0, Amount: 17065.00, Date: 9/6/2016
CustomerName: Öberg Milton, AccountId: 1491333579, TransactionId: 0, Amount: 17065.00, Date: 10/6/2016
CustomerName: Öberg Milton, AccountId: 1491333579, TransactionId: 0, Amount: 17065.00, Date: 11/6/2016
CustomerName: Öberg Milton, AccountId: 1491333579, TransactionId: 0, Amount: 25598.00, Date: 12/6/2016
CustomerName: Öberg Milton, AccountId: 1491333579, TransactionId: 0, Amount: 17065.00, Date: 1/6/2017
CustomerName: Öberg Milton, AccountId: 1491333579, TransactionId: 0, Amount: 17065.00, Date: 2/6/2017
CustomerName: Öberg Milton, AccountId: 1491333579, TransactionId: 0, Amount: 17065.00, Date: 3/6/2017
CustomerName: Öberg Milton, AccountId: 1491333579, TransactionId: 0, Amount: 17065.00, Date: 4/6/2017
CustomerName: Öberg Milton, AccountId: 1491333579, TransactionId: 0, Amount: 17065.00, Date: 5/6/2017
CustomerName: Öberg Milton, AccountId: 1491333579, TransactionId: 0, Amount: 25598.00, Date: 6/6/2017
CustomerName: Öberg Milton, AccountId: 1491333579, TransactionId: 0, Amount: 17065.00, Date: 7/6/2017
CustomerName: Öberg Milton, AccountId: 1491333579, TransactionId: 0, Amount: 17065.00, Date: 8/6/2017
CustomerName: Öberg Milton, AccountId: 1491333579, TransactionId: 0, Amount: 17065.00, Date: 9/6/2017
CustomerName: Öberg Milton, AccountId: 1491333579, TransactionId: 0, Amount: 17065.00, Date: 10/6/2017
CustomerName: Öberg Milton, AccountId: 1491333579, TransactionId: 0, Amount: 17065.00, Date: 11/6/2017
CustomerName: Öberg Milton, AccountId: 1491333579, TransactionId: 0, Amount: 25598.00, Date: 12/6/2017
CustomerName: Öberg Milton, AccountId: 1491333579, TransactionId: 0, Amount: 17065.00, Date: 1/6/2018
CustomerName: Öberg Milton, AccountId: 1491333579, TransactionId: 0, Amount: 17065.00, Date: 2/6/2018
CustomerName: Öberg Milton, AccountId: 1491333579, TransactionId: 0, Amount: 17065.00, Date: 3/6/2018
CustomerName: Öberg Milton, AccountId: 1491333579, TransactionId: 0, Amount: 17065.00, Date: 4/6/2018
CustomerName: Öberg Milton, AccountId: 1491333579, TransactionId: 0, Amount: 17065.00, Date: 5/6/2018
CustomerName: Öberg Milton, AccountId: 1491333579, TransactionId: 0, Amount: 25598.00, Date: 6/6/2018
CustomerName: Öberg Milton, AccountId: 1491333579, TransactionId: 0, Amount: 17065.00, Date: 7/6/2018
CustomerName: Öberg Milton, AccountId: 1491333579, TransactionId: 0, Amount: 17065.00, Date: 8/6/2018
CustomerName: Öberg Milton, AccountId: 1491333579, TransactionId: 0, Amount: 17065.00, Date: 9/6/2018
CustomerName: Öberg Milton, AccountId: 1491333579, TransactionId: 0, Amount: 17065.00, Date: 10/6/2018
CustomerName: Öberg Milton, AccountId: 1491333579, TransactionId: 0, Amount: 17065.00, Date: 11/6/2018
CustomerName: Öberg Milton, AccountId: 1491333579, TransactionId: 0, Amount: 25598.00, Date: 12/6/2018
CustomerName: Wallin Norah, AccountId: 1649147926, TransactionId: 0, Amount: 44068.00, Date: 8/18/2017
CustomerName: Wallin Norah, AccountId: 1649147926, TransactionId: 0, Amount: 42988.00, Date: 11/20/2017
CustomerName: Wallin Norah, AccountId: 1649147926, TransactionId: 0, Amount: 27788.00, Date: 5/21/2018
CustomerName: Wallin Norah, AccountId: 1649147926, TransactionId: 0, Amount: 49483.00, Date: 11/3/2018
CustomerName: Wallin Norah, AccountId: 1649147926, TransactionId: 0, Amount: -5098.00, Date: 11/3/2018
CustomerName: Wallin Norah, AccountId: 1649147926, TransactionId: 0, Amount: 45974.00, Date: 12/12/2018
CustomerName: Lind Tamara, AccountId: 1890745495, TransactionId: 0, Amount: 15139.00, Date: 4/10/2015
CustomerName: Lind Tamara, AccountId: 1890745495, TransactionId: 0, Amount: 15139.00, Date: 5/10/2015
CustomerName: Lind Tamara, AccountId: 1890745495, TransactionId: 0, Amount: 22708.00, Date: 6/10/2015
CustomerName: Lind Tamara, AccountId: 1890745495, TransactionId: 0, Amount: 15139.00, Date: 7/10/2015
CustomerName: Lind Tamara, AccountId: 1890745495, TransactionId: 0, Amount: 15139.00, Date: 8/10/2015
CustomerName: Lind Tamara, AccountId: 1890745495, TransactionId: 0, Amount: 15139.00, Date: 9/10/2015
CustomerName: Lind Tamara, AccountId: 1890745495, TransactionId: 0, Amount: 15139.00, Date: 10/10/2015
CustomerName: Lind Tamara, AccountId: 1890745495, TransactionId: 0, Amount: 15139.00, Date: 11/10/2015
CustomerName: Lind Tamara, AccountId: 1890745495, TransactionId: 0, Amount: 22708.00, Date: 12/10/2015
CustomerName: Lind Tamara, AccountId: 1890745495, TransactionId: 0, Amount: 15139.00, Date: 1/10/2016
CustomerName: Lind Tamara, AccountId: 1890745495, TransactionId: 0, Amount: 15139.00, Date: 2/10/2016
CustomerName: Lind Tamara, AccountId: 1890745495, TransactionId: 0, Amount: 15139.00, Date: 3/10/2016
CustomerName: Lind Tamara, AccountId: 1890745495, TransactionId: 0, Amount: 15139.00, Date: 4/10/2016
CustomerName: Lind Tamara, AccountId: 1890745495, TransactionId: 0, Amount: 15139.00, Date: 5/10/2016
CustomerName: Lind Tamara, AccountId: 1890745495, TransactionId: 0, Amount: 22708.00, Date: 6/10/2016
CustomerName: Lind Tamara, AccountId: 1890745495, TransactionId: 0, Amount: 15139.00, Date: 7/10/2016
CustomerName: Lind Tamara, AccountId: 1890745495, TransactionId: 0, Amount: 15139.00, Date: 8/10/2016
CustomerName: Lind Tamara, AccountId: 1890745495, TransactionId: 0, Amount: 15139.00, Date: 9/10/2016
CustomerName: Lind Tamara, AccountId: 1890745495, TransactionId: 0, Amount: 15139.00, Date: 10/10/2016
CustomerName: Lind Tamara, AccountId: 1890745495, TransactionId: 0, Amount: 15139.00, Date: 11/10/2016
CustomerName: Lind Tamara, AccountId: 1890745495, TransactionId: 0, Amount: 22708.00, Date: 12/10/2016
CustomerName: Lind Tamara, AccountId: 1890745495, TransactionId: 0, Amount: 15139.00, Date: 1/10/2017
CustomerName: Lind Tamara, AccountId: 1890745495, TransactionId: 0, Amount: 15139.00, Date: 2/10/2017
CustomerName: Lind Tamara, AccountId: 1890745495, TransactionId: 0, Amount: 15139.00, Date: 3/10/2017
CustomerName: Lind Tamara, AccountId: 1890745495, TransactionId: 0, Amount: 15139.00, Date: 4/10/2017
CustomerName: Lind Tamara, AccountId: 1890745495, TransactionId: 0, Amount: 15139.00, Date: 5/10/2017
CustomerName: Lind Tamara, AccountId: 1890745495, TransactionId: 0, Amount: 22708.00, Date: 6/10/2017
CustomerName: Lind Tamara, AccountId: 1890745495, TransactionId: 0, Amount: 15139.00, Date: 7/10/2017
CustomerName: Lind Tamara, AccountId: 1890745495, TransactionId: 0, Amount: 15139.00, Date: 8/10/2017
CustomerName: Lind Tamara, AccountId: 1890745495, TransactionId: 0, Amount: 15139.00, Date: 9/10/2017
CustomerName: Lind Tamara, AccountId: 1890745495, TransactionId: 0, Amount: 15139.00, Date: 10/10/2017
CustomerName: Lind Tamara, AccountId: 1890745495, TransactionId: 0, Amount: 15139.00, Date: 11/10/2017
CustomerName: Lind Tamara, AccountId: 1890745495, TransactionId: 0, Amount: 22708.00, Date: 12/10/2017
CustomerName: Lind Tamara, AccountId: 1890745495, TransactionId: 0, Amount: 15139.00, Date: 1/10/2018
CustomerName: Lind Tamara, AccountId: 1890745495, TransactionId: 0, Amount: 15139.00, Date: 2/10/2018
CustomerName: Lind Tamara, AccountId: 1890745495, TransactionId: 0, Amount: 15139.00, Date: 3/10/2018
CustomerName: Lind Tamara, AccountId: 1890745495, TransactionId: 0, Amount: 15139.00, Date: 4/10/2018
CustomerName: Lind Tamara, AccountId: 1890745495, TransactionId: 0, Amount: 15139.00, Date: 5/10/2018
CustomerName: Lind Tamara, AccountId: 1890745495, TransactionId: 0, Amount: 22708.00, Date: 6/10/2018
CustomerName: Lind Tamara, AccountId: 1890745495, TransactionId: 0, Amount: 15139.00, Date: 7/10/2018
CustomerName: Lind Tamara, AccountId: 1890745495, TransactionId: 0, Amount: 15139.00, Date: 8/10/2018
CustomerName: Lind Tamara, AccountId: 1890745495, TransactionId: 0, Amount: 15139.00, Date: 9/10/2018
CustomerName: Lind Tamara, AccountId: 1890745495, TransactionId: 0, Amount: 15139.00, Date: 10/10/2018
CustomerName: Lind Tamara, AccountId: 1890745495, TransactionId: 0, Amount: 15139.00, Date: 11/10/2018
CustomerName: Lind Tamara, AccountId: 1890745495, TransactionId: 0, Amount: 22708.00, Date: 12/10/2018
CustomerName: Clausen Jasmin, AccountId: 1188849018, TransactionId: 0, Amount: 33132.00, Date: 6/9/2013
CustomerName: Clausen Jasmin, AccountId: 1188849018, TransactionId: 0, Amount: 22088.00, Date: 7/9/2013
CustomerName: Clausen Jasmin, AccountId: 1188849018, TransactionId: 0, Amount: 22088.00, Date: 8/9/2013
CustomerName: Clausen Jasmin, AccountId: 1188849018, TransactionId: 0, Amount: 22088.00, Date: 9/9/2013
CustomerName: Clausen Jasmin, AccountId: 1188849018, TransactionId: 0, Amount: 22088.00, Date: 10/9/2013
CustomerName: Clausen Jasmin, AccountId: 1188849018, TransactionId: 0, Amount: 22088.00, Date: 11/9/2013
CustomerName: Clausen Jasmin, AccountId: 1188849018, TransactionId: 0, Amount: 33132.00, Date: 12/9/2013
CustomerName: Clausen Jasmin, AccountId: 1188849018, TransactionId: 0, Amount: 22088.00, Date: 1/9/2014
CustomerName: Clausen Jasmin, AccountId: 1188849018, TransactionId: 0, Amount: 22088.00, Date: 2/9/2014
CustomerName: Clausen Jasmin, AccountId: 1188849018, TransactionId: 0, Amount: 22088.00, Date: 3/9/2014
CustomerName: Clausen Jasmin, AccountId: 1188849018, TransactionId: 0, Amount: 22088.00, Date: 4/9/2014
CustomerName: Clausen Jasmin, AccountId: 1188849018, TransactionId: 0, Amount: 22088.00, Date: 5/9/2014
CustomerName: Clausen Jasmin, AccountId: 1188849018, TransactionId: 0, Amount: 33132.00, Date: 6/9/2014
CustomerName: Clausen Jasmin, AccountId: 1188849018, TransactionId: 0, Amount: 22088.00, Date: 7/9/2014
CustomerName: Clausen Jasmin, AccountId: 1188849018, TransactionId: 0, Amount: 22088.00, Date: 8/9/2014
CustomerName: Clausen Jasmin, AccountId: 1188849018, TransactionId: 0, Amount: 22088.00, Date: 9/9/2014
CustomerName: Clausen Jasmin, AccountId: 1188849018, TransactionId: 0, Amount: 22088.00, Date: 10/9/2014
CustomerName: Clausen Jasmin, AccountId: 1188849018, TransactionId: 0, Amount: 22088.00, Date: 11/9/2014
CustomerName: Clausen Jasmin, AccountId: 1188849018, TransactionId: 0, Amount: 33132.00, Date: 12/9/2014
CustomerName: Clausen Jasmin, AccountId: 1188849018, TransactionId: 0, Amount: -600.00, Date: 12/12/2014
CustomerName: Clausen Jasmin, AccountId: 1188849018, TransactionId: 0, Amount: 22088.00, Date: 1/9/2015
CustomerName: Clausen Jasmin, AccountId: 1188849018, TransactionId: 0, Amount: 22088.00, Date: 2/9/2015
CustomerName: Clausen Jasmin, AccountId: 1188849018, TransactionId: 0, Amount: 22088.00, Date: 3/9/2015
CustomerName: Clausen Jasmin, AccountId: 1188849018, TransactionId: 0, Amount: 22088.00, Date: 4/9/2015
